index,source,edge,target,edge-comments
66,evidence,no good scientific that demonstrates not contributing to increasing,incidence,
67,chronic illness,increasing incidence in,children,
68,vaccines,no good scientific evidence that demonstrates not contributing to increasing incidence of,disability,
69,disability,increasing incidence in,children,
70,children,more than twice as many as 1970s with,brain dysfunction,
71,children,more than twice as many as 1970s with,immune system dysfunction,
72,vaccines,half as many given in 1970s to,children,
73,vaccines,more and more is atypical manipulation of,immune system,
74,vaccines,more and more vaccines in early life setting some children up for,chronic disease,
75,vaccines,more and more vaccines in early life setting some children up for,disability,
76,vaccines,more and more not solving,widespread health problems,affecting our children
77,widespread health problems,currently affecting our,children,
78,vaccines,could be major part of,problem,
79,influenza,is most common,childhood infection,
80,New Jersey law,requiring,annual flu shot,
81,annual flu shot,required for all attending daycare or pre-school,children,
82,healthcare workers,some are being fired if they refuse to get,annual flu shot,in N.J.
83,flu shot campaign,can only be viewed as prelude to much,larger campaign,
84,larger campaign,in future may end up dictating whether you will be allowed,higher education,
85,larger campaign,in future may end up dictating whether you will be allowed,job,
86,larger campaign,in future may end up dictating whether you will be allowed,travel,
87,mandating,trend must be resisted and stopped of,annual influenza vaccinations,
88,evidence,may not prove the flu shot is,necessary,
89,evidence,may not prove the flu shot is,safe,
90,evidence,may not prove the flu shot is,effective,
91,influenza vaccine,many are,studies funded by pharmaceutical companies,
92,pharmaceutical companies,selling vaccines have proved safety and efficacy of,influenza vaccine,
93,independent reviews,have found the opposite is true of,studies funded by pharmaceutical companies,
94,studies funded by pharmaceutical companies,have proved influenza vaccine is,safe,
95,studies funded by pharmaceutical companies,have proved influenza vaccine is,effective,
96,independent reviews,have found influenza vaccine is not,safe,
97,independent reviews,have found influenza vaccine is not,effective,
98,flu shots,do not work as,advertised,
99,people who refuse flu shots,have known for a long time that,flu shots do not work,
100,flu shots,have no impact on,flu-related doctor visits,for young children; Archives of Pediatric & Adolescent Medicine
101,flu shots,have no impact on,flu-related hospitalizations,for young children; Archives of Pediatric & Adolescent Medicine
102,flu vaccine,no more effective than,placebo,
103,flu vaccine,no more effective than placebo for under two,children,"according to a large-scale, systematic review of 51 studies, published in Cochrane Database of Systematic Reviews"
104,flu shots,no studies have conclusively proven that flu shots prevent,flu-related deaths,among the elderly
105,influenza vaccine,was not associated with reduced,risk of pneumonia,in older people
106,deaths from influenza,there has been no decrease despite increased,vaccination coverage,among elderly
107,deaths from pneuomnia,there has been no decrease despite increased,vaccination coverage,among elderly
108,vaccination coverage,increased since 1980 among,elderly,
109,2009 swine flu pandemic,turned out to be one of the mildest in recent years,influenza season,
110,H1N1 swine flu vaccine,turned out to be HIGHLY,reactive,
111,vaccine,was highly reactive for,pandemic H1N1 swine flu,
112,pandemic H1N1 swine flu vaccine,is much more deadly than,swine flu,
113,pandemic H1N1 swine flu vaccine,caused so many convulsions in Australian,children,
114,Australia,temporarily banned use of,pandemic H1N1 swine flu vaccine,
115,swine flu vaccine,federal oversight committee found possible link to,Guillain Barre Sydrome,GBS
116,swine flu vaccine,federal oversight committee found possible link to,idiopathic thrombocytopenia purpura,ITP
117,swine flu vaccine,federal oversight committee found possible link to,Bell's Palsy,
118,seasonal influenza vaccine,2010/2011 contains,pandemic H1N1 vaccine,that caused so many convulsions in Australian children
119,drug companies,astoundingly effective at manipulating,national health policy,
120,drug companies,have been able to manipulate and pervert,public health system,
121,drug companies,sell,toxic and ineffective flu shots,without ANY solid evidence that the flu shots even work
122,toxic and ineffective flu shots,are sold in,pharmacies,
123,toxic and ineffective flu shots,are sold in,airports,
124,toxic and ineffective flu shots,are sold in,college campuses,
125,toxic and ineffective flu shots,are sold in,grocery stores,
126,solid evidence,none that actually work,flu shots,
127,questionable ingredient,many found in,flu shots,
128,thimerosal,still included in,multi-dose flu vaccine,
129,flu shots,contain questionable ingredients such as,thimerosal,
130,flu shots,contain questionable ingredients such as,formaldehyde,
131,flu shots,contain questionable ingredients such as,chicken kidney cells,chicken DNA
132,flu shots,contain questionable ingredients such as,monosodium glutamate,MSG
133,flu shots,contain questionable ingredients such as,Octoxinol-9,
134,Octoxinol-9,is also used in,spermicidal applications,
135,flu shots,contain questionable ingredients such as,Triton X-100,
136,Triton X-100,is also used in,spermicidal applications,
137,flu shots,contain questionable ingredients such as,Polysorbate 80,
138,flu shots,contain questionable ingredients such as,Tween 80,
139,thimerosal,is,questionable ingredient,
140,formaldehyde,is,questionable ingredient,
141,chicken kidney cells,is,questionable ingredient,
142,Monosodium glutamate,is,questionable ingredient,
143,Octoxinol-9,is,questionable ingredient,
144,Polysorbate 80,is,questionable ingredient,
145,Tween 80,is,questionable ingredient,
146,Triton X-100,is,questionable ingredient,
147,public outcry,legitimate about known,dangers of mercury,
148,sick children,may be chronically ill because of,over-vaccination,
149,disabled children,may be chronically ill because of,over-vaccination,
150,vaccines,are being forced on,sick children,
151,vaccines,are being forced on,disabled children,
152,ineffective flu vaccine,being forced on,sick children,
153,ineffective flu vaccine,being forced on,disabled children,
154,risky flu vaccine,being forced on,sick children,
155,risky flu vaccine,being forced on,disabled children,
156,government,constantly trying to,mandate,even more shots for children
157,vaccine industry,seems to view the 308 million people living in the U.S. as little more than pin cushions for their profitable,vaccine,
158,pharmaceutical profits,have soared from,swine-flu-related drugs,
159,national vaccination schedule,introduction was crucial factor for success in,pediatric market,
160,Prevnar,added to,childhood vaccination schedules,
161,Prevnar,added despite,high price,
162,big Pharma,continually increasing,number of shots,
163,big Pharma,continually increasing,price of vaccines,
164,desire by big Pharma,is to improve,market share,
165,desire by big Pharma,is to improve,profits,
166,vaccines,motivation is nothing more than a,desire by big Pharma,
167,vaccine industry,there is an alliance between,government,
168,vaccine industry,massive lobbying push to influence,vaccine mandates,
169,lobbying,by vaccine industry to push to influence,vaccine mandates,
170,federal government representatives,large chunk of money coming from,health care sector,
171,millions of dollars,spent at state level,lobbying,
172,drug representatives,cozy lobbying arrangements with,individual doctors,
173,vaccine industry,has vested interest in trying to make sure there are more,mandatory vaccines,
174,vaccine industry,has vested interest in trying to make sure there are more,mandatory doses,
175,vaccine industry,continually spends big money on trying to make sure there are more,mandatory vaccines,
176,vaccine industry,continually spends big money on trying to make sure there are more,mandatory doses,
177,vaccine industry,successfully pushed through,mandates,
178,mandates,recently failed due to action taken by,parents of vaccine injured children,
179,California bill,under consideraton to make mandatory for children between 7th and 12th grade,pertussis vaccine booster doses,
180,mandatory flu shots,battle over bill for health care workers in,New York,
181,health care workers,could lose job for refusing,annual flu shot,
182,additional vaccines,being developed and tested in,clinical trials,
183,drug companies,"are going to want stable, predictable",market,in the U.S.
184,drug companies,likely to push for mandated use of,new vaccines,
185,prejudice,against the,unvaccinated,
186,basic freedom,as a human being is your,right to decide what you put into your own body,
187,basic human right,to be fully informed about all,risks,
188,right to informed consent,those of us trying to exercise our right are facing,prejudice,to medical risk-taking
189,right to informed consent,those of us trying to exercise our right are facing,discrimination,to medical risk-taking
190,government healthcare reform,may include trying to make,mandated vaccines,according to WebMD
191,discrimination,could come soon when it comes to,education,
192,discrimination,could come soon when it comes to,job,
193,discrimination,could come soon when it comes to,health insurance,
194,discrimination,could come soon when it comes to,medical care,
195,prejudice,could come soon when it comes to,education,
196,prejudice,could come soon when it comes to,job,
197,prejudice,could come soon when it comes to,health insurance,
198,prejudice,could come soon when it comes to,medical care,
199,threat of job loss,looming for,unvaccinated health care workers,in NY
200,students,in all states required to get dozens of,doses of vaccines,
201,doses of vaccines,required by students in order to enroll in,school,
202,exemptions,exist for,school vaccination requirement,
203,mandated vaccines,possibility that they may be required to qualify for,health insurance,
204,government health agencies,partnership with,big Pharma,
205,government partnership with big Pharma,based on,ideology,
206,government partnership with big Pharma,based on,profit-making,
207,government partnership with big Pharma,based on,bad science,
208,government partnership with big Pharma,moving closer to discriminating against those who want to exercise,informed consent rights,
209,informed consent rights,people want to exercise when it comes to making,voluntary vaccination decisions,
210,vaccine industry,fight against,exemptions,
211,vaccine manufacturers,want to take away,freedom of choice,
212,vaccine industry,push to remove existing,non-medical legal exemptions to vaccination,
213,non-medical legal exemptions to vaccination,include,religious exemption,
214,non-medical legal exemptions to vaccination,include,philosophical exemption,
215,non-medical legal exemptions to vaccination,include,personal exemption,
216,non-medical legal exemptions to vaccination,include,conscientious belief exemption,
217,non-medical legal exemptions to vaccination,are apparently viewed by the vaccine industry as,unfair market practices,
218,unfair market practices,interfere with vaccine industry ability to,maximize profits,
219,drug companies,would like to make mandatory without exemption all,vaccines,
220,drug companies,manipulate through,powerful lobbying,
221,powerful lobbying,manipulates,politicians,
222,powerful lobbying,manipulates,public health officials,
223,drug companies,want taken out of people's hands,right to make informed health and vaccine choices,
224,Dr. Paul Offit,is a proponent for,vaccine safety,
225,Dr. Paul Offit,is a proponent for,vaccine efficacy,
226,Dr. Paul Offit,is also known as,For Profit Offit,
227,Dr. Paul Offit,is fairly well-known and frequent proponent of,forced vaccination,
228,Dr. Paul Offit,regularly dismisses many potential,vaccine risks,
229,Dr. Paul Offit,promotes,vaccine mandates,
230,Dr. Paul Offit,is not just a doctor who believes that,vaccinations save lives,
231,Dr. Paul Offit,is a listed inventor on cluster of patents that protect,Merck's RotaTeq vaccine,
232,Dr. Paul Offit,recipient of grant from,Merck Pharmaceuticals,
233,Dr. Paul Offit,is consultant to,Merck Pharmaceuticals,
234,Dr. Paul Offit,previously served as member of,The Advisory Committee on Immunization Practices,
235,The Advisory Committee on Immunization Practices,is 15-member,panel of experts,
236,The Advisory Committee on Immunization Practices,selected by,Secretary of U.S. Department of Health and Human Services,
237,The Advisory Committee on Immunization Practices,provides advice to,Centers for Disease Control and Prevention,on vaccine-preventable diseases
238,The Advisory Committee on Immunization Practices,provides guidelines to,Centers for Disease Control and Prevention,on vaccine-preventable diseases
239,Dr. Paul Offit,"voted ""yes"" three times out of four on issues pertaining to",ACIP's rotavirus use recommendation,
240,Dr. Paul Offit,cannot truly be an unbiased judge of,vaccine safety,
241,Dr. Paul Offit,cannot truly be an unbiased judge of,vaccine effectiveness,
242,value,of Offit's stake skyrocketed,Merck's RotaTeq vaccine,
243,Dr. Paul Offit,has big,personal financial stake,
244,Dr. Paul Offit,made the infamous and scientifically irresponsible assertion that,"an infant can safely receive up to 10,000 vaccines at once and 100,000 in a lifetime",
245,"an infant can safely receive up to 10,000 vaccines at once and 100,000 in a lifetime",is,scientifically irresponsible assertion,
246,supposedly independent vaccine advisory panels,may have been hijacked by,doctors,
247,doctors,may have,financial conlicts of interest,
248,questionable ingredients in vaccines,may not have been properly tested for,toxicity,
249,questionable ethical practices,long associated with,pharmaceutical industry,
250,pharmaceutical industry,numerous times accused of,falsifying drug study results,
251,pharmaceutical industry,numerous times accused of,paying bribes,
252,pharmaceutical industry,numerous times accused of,covering up side effects,
253,pharmaceutical industry,numerous times accused of,omitting deaths,
254,pharmaceutical industry,numerous times accused of,covering up deaths,
255,pharmaceutical industry,numerous times accused of,covering up side effects,
256,pharmaceutical industry,numerous times accused of,denying responsibility,when drugs are pulled off the market for killing people
257,vaccine industry,has,criminal side,
258,Eli Lily drug company reps,instructed to give to doctors,lavish gifts,to doctors
259,Eli Lily drug company reps,instructed to push more,profitable drugs,According to ABC News Story (2010)
260,profitable drugs,instructed to push at,higher doses,to maximize profits
261,higher doses,to maximize,profits,
262,profits,maximized regardless of,safety concerns,
263,pharmaceutical companies,hire,former cheerleaders,According to ABC News Story (2010)
264,former cheerleaders,wine and dine,doctors,According to ABC News Story (2010)
265,pharmaceutical companies,hire,ex-models,According to ABC News Story (2010)
266,ex-models,wine and dine,doctors,According to ABC News Story (2010)
267,pharmaceutical companies,exaggerate,benefits of drug,According to ABC News Story (2010)
268,pharmaceutical companies,underplay,side-effects of drug,According to ABC News Story (2010)
269,ethical track record,full of,outright lies,
270,ethical track record,full of,cover-ups,
271,ethical track record,full of,denials,
272,ethical track record,full of,bribery,
273,hidden motivations,are behind,recommendations,
274,trusted voices in defense of vaccine safety,are closely tied to,paid shills for pharmaceutical industry,
275,vaccine industry,gives millions to,American Academy of Pediatrics,
276,Every Child by Two,promotes,early immunization,
277,Every Child by Two,admits they receive money from,vaccine industry,
278,Paul Offit,holds research chair at,Children's Hospital,
279,Children's Hospital,research chair funded by,Merck,
280,NVIC,is,non-profit charity,
281,NVIC,one of the top goals is preserving your,freedom of choice,about if and when to use vaccines
