index,source,edge,target,edge-comments
317,caregivers,parents should encourage to receive,Tdap vaccine,at least 2 weeks before meeting baby
1069,Caribbean,countries also used,adult vaccination program,
595,carrier,does not have,meningococcal disease symptoms,
549,carrier,of meningococcal disease do not have any,symptoms,
802,Catholic Church,is clearly,pro-vaccine,
803,Catholic parents,some question,hepatitis A vaccine,
804,Catholic parents,some question,rubella vaccine,
805,Catholic parents,some question,varicella vaccine,
798,Catholics,support,vaccination,
394,CDC,does not recommend revaccination for people who received the recalled,2014-2015 FLULAVAL QUADRIVALENT flu vaccine,
200,CDC,recommends girls get vaccinated when 11 or 12,Gardasil,when 11 or 12
201,CDC,recommends boys get vaccinated when 11 or 12,Gardasil,when 11 or 12
440,CDC,in 2013 tracked 256 children with autism and investigated whether they had received the MMR vaccine and found,MMR vaccine does not cause autism,MMR
233,Cervarix,similar to,Gardasil,
234,Cervarix,approved for use in United States targets two,HPV strains,
179,Cervarix,protects against 2 strains,human papillomavirus,HPV
199,cervical cancer,typically strikes in 40s or 50s,women,
223,cervical dysplasia,characterized by,abnormal cells,
166,cervical dysplasia,if left untreated and unchecked,becomes cancer,
224,cervical dysplasia,can lead to,cervical cancer,
163,cervical dysplasia,tends to be earliest signs of,HPV infection,
148,cervical dysplasia,can happen as soon as girl becomes,sexually active,
227,cervical dysplasia,one case averted for every 175,vaccinated girls,
1023,childhood mortality,reduction is even larger in most,impoverished populations,from measles vaccine
672,childhood mortality,plummeted for,infectious diseases,after measles vaccine
1022,childhood mortality,"reduction is even larger in most impoverished populations, reaching up to 90 percent from",measles vaccine,
1036,childhood mortality,reduction was due to,nonmeasles infectious diseases,
357,children,one in 68 kids has some form of,autism,according to latest federal estimates
683,children,who get measles vaccine are more likely to get,better health care,
1066,children,"up to 20,000 a year in Latin American and the Carribean are born with rubella-related",birth defects,says World Health Organization before effective rubella vaccine
48,children,all should have an equal chance at,early education,says lady opening unvaccinated-friendly day care centres
365,children,some have,genetic predisposition,
,children,are later exposed to,life-threatening diseases,
670,children,United States started vaccinating in 1960s for,measles,
671,children,stopped getting,measles,as expected after measles vaccine
684,children,are more likely to get better health care who receive,measles vaccine,
302,children,should follow,recommended immunization schedule,
250,children,can be exempted from,required vaccinations,
726,children,many attend school without being fully,vaccinated,
450,children,many continue to withhold vaccines because of fear of,vaccine-autism link,
638,children at higher risk for autism,actually less likely to receive diagnosis for,autism,if received vaccination
635,children at higher risk for autism,have,sibling with autism,
343,children at higher risk for autism,no genetic evidence it raises,autism risk,
383,children with autistic sibling,7% themselves had,autism,compared with 1% of children without affected older sibling
359,children with autistic sibling,are at higher-than-average risk,autism risk,increased risk
374,children with autistic sibling,no evidence that MMR vaccine raised,autism risk,
376,children with autistic sibling,were actually one-quarter less likely to be diagnosed with,autism,one dose by age 2
362,children with autism,some have mild,problems with social interactions,
364,children with autism,some focus on limited number of,repetitive behaviors,
363,children with autism,some are,unable to speak,
497,children with autistic sibling,more likely to have,autism,because they share many genes
658,children with cancer,depend on,herd immunity,
656,children with cancer,cannot receive,vaccinations,
434,children with family history of autism,researchers found no association for,vaccine-autism link,MMR
659,children with immunosuppressive diseases,depend on,herd immunity,
657,children with immunosuppressive diseases,cannot receive,vaccinations,
953,children with neurodevelopmental issues,are particulary vulnerable to many,vaccine-preventable diseases,
375,children without autistic sibling,no evidence that MMR vaccine raised,autism risk,
959,choice to not vaccinate younger child,did not decrease,autism risk,said Dr. Paul Offit
960,choice to not vaccinate younger child,only increased,measles risk,said Dr. Paul Offit
961,choice to not vaccinate younger child,only increased,risk of mumps,said Dr. Paul Offit
962,choice to not vaccinate younger child,only increased,risk of rubella,said Dr. Paul Offit
752,Christian Scientists,believe,healing through prayer,"The First Church of Christ, Scientist"
753,Christian Scientists,believe,vaccines are not necessary,
790,church mission work,overseas where vaccine-preventable diseases are very common is an,issue,
747,Church of the First Born,believe in,faith healing,over medical care
600,close contacts,should receive,antibiotics,
599,close contacts,highest risk for getting,infection,
551,close contacts,of a person with meningococcal disease should receive,prophylaxis,
318,close contacts,parents should encourage to receive,Tdap vaccine,at least 2 weeks before meeting baby
887,cluster,is,social-network phenomenon,
84,Colorado,has 86%,vaccination coverage,
13,community health,protecting it requires,policy makers,
868,community members,estimates between 83% and 94% must be vaccinated to achieve against measles,herd immunity,World Health Organization
867,community members,between 83% and 94% must be,vaccinated,
883,community-level,variation is putting kids in danger,immunization rates,
884,community-level immunization rates,variation is putting kids in,danger,
1099,compromise,aimed at mollifying hundreds of,parents,angry California
1098,compromise,was to grandfather in students whose parents have claimed,personal belief exemptions,
478,conspiracy,such as,"Robert F. Kennedy, Jr.",
776,conspiracy,that polio vaccine is to,sterilize Muslims,
1082,controversial bill,won,overwhelming approval,
1083,controversial bill,bolstering hopes of,supporters,
68,measles,killed more around the world in 2013,children,than car accidents
136,date and time for shot,should be,written down,2011 study at midwestern utilities firm
557,death,in as little as a few hours can occur,meningococcal disease,
584,death,10 to 15 out of 100 people,meningococcal disease,10 to 15 out of 100 people
630,decline in vaccination rates,have also seen,resurgence in potentially fatal childhood infectious diseases,
629,decline in vaccination rates,have also seen,resurgence of measles,
261,decrease in exemption rates,if continues may be due to,Arizona Department of Health Services,
259,decrease in exemption rates,may be,change in mindset of families,
262,decrease in exemption rates,if continues may be due to,concerns,
258,decrease in exemption rates,might be,fluke,
257,decrease in exemption rates,is,good news,
214,delaying Gardasil,puts at risk,daughters' health,
69,measles,killed more around the world in 2013,children,than AIDS
240,delaying vaccination,may result in missed,prevention opportunities,study authors concluded
1118,democrat,had concerns about the list,mandated vaccines,Senator Richard Roth
307,Department of Public Health Immunization Program,is proud to announce selection of as Centers for Disease Control and Prevention Childhood Immunization Champion for Massachusetts,Dr. Bill Adams,
980,measles,kills hundreds of thousands of,children,
673,diarrhea deaths,cut in half after,measles vaccine,
715,measles,"if world can eliminate, it will help protect",children,from other infections
691,measles virus,predisposes to other infectious diseases for up to a few years,children,says Michael Mina
871,MMR vaccine,should protect,children,
942,diseases,even more likely to cause serious,complications,in children with neurological conditions
18,Disneyland measles outbreak,"117 people in Orange County, California were infected by",highly contagious disease,
245,Disneyland measles outbreak,created a firestorm of,interest in vaccinations,
981,Disneyland measles outbreak,showed once again that,measles,is highly contagious disease
246,Disneyland measles outbreak,produced largest number of cases since considered eliminated,measles,
864,Disneyland measles outbreak,became multi-state,measles outbreak,
651,parental responsibility,to,children,
16,Disneyland measles outbreak,occurred because of,vaccine exemptions,
115,distrust of medical establishment,fuels,vaccine hesitancy,
890,doctors,must inoculate people against,idea,
308,Dr. Adams,is an advocate for,improved immunization policy and funding,Massachusetts
309,Dr. Adams,is an educator for,parents,
310,Dr. Adams,is an educator for,physicians,
311,Dr. Adams,is an educator for,policy makers,
266,Dr. Bill Adams,"is an advocate, educator, champion for",preventive health,"champion for preventive health, educator"
988,Dr. Bryan King,is,autism specialist,
987,Dr. Bryan King,is,psychiatrist,
997,parents,are trying to do best for their,children,says Dr. Mark Schleiss
999,Dr. Mark Schleiss,is concerned about,financial forces,driving the anti-vaccine agenda
949,Dr. Mark Schleiss,is pediatric infectious disease,physician,
948,Dr. Mark Schleiss,is pediatric infectious disease physician at,University of Minnesota,
936,Dr. Paul Offit,is,pediatrician,at The Children's Hospital of Philadelphia
449,vaccines,many parents continue to withhold from,children,because of fear of vaccine-autism link
934,Dr. Paul Offit,is director of,Vaccine Education Center,
923,driving factors,vary significantly at,community-level,of parents to opt out of recommended vaccine schedule
920,driving factors,vary significantly for,parents,to opt out of recommended vaccine schedule
922,driving factors,vary significantly of parents to opt out of,recommended vaccine schedule,at community-level
765,Dutch reformed churches,subset describe vaccines as,gift from God,
761,Dutch reformed churches,are,opposed,to getting vaccinated
835,Dutch reformed churches,have had risiting rates of,vaccinations,
733,Eagle Mountain International Church,described as ,anti-vaccination,
734,Eagle Mountain International Church,described as ,vaccine refusing,
33,Early Childhood Australia,is,early childcare advocacy group,in Australia
542,early diagnosis,very important for,meningococcal disease,
543,early treatment,very important for,meningococcal disease,
1056,eliminated virus,is,elite list,
135,employees,were more likely to get flu shot when prompting to write down,date and time for shot,2011 study at midwestern utilities firm
748,End Time Ministries,believe in,faith healing,over medical care
360,environmental factors,also have to play a role,autism,
379,environmental factors,we don't understand those contributing to the exponential rise in,autism,
371,environmental factors,trigger strikes during particular window in,brain development,
367,environmental factors,must play a,role,experts believe
706,evidence,in Mina study is that measles affects,immune system,for two to three years
943,evidence,study provides further for,vaccine safety,
454,evidence,contradicts,vaccine-autism link,
121,factor,most important is the,change in compliance,
749,Faith Assembly,believe in,faith healing,over medical care
750,Faith Tabernacle,believe in,faith healing,over medical care
1018,families,are desperately seeking,answers,vulnerable and resource-limited
480,vaccines,unethical to withhold on purpose from,children,
481,withholding vaccines,on purpose is unethical from,children,
634,vaccine-autism link,not among,high-risk children,
320,families,must work to help protect entire,community,
453,fear,parents have that there is,vaccine-autism link,
430,Federal Circuit,agree that,vaccines do not cause autism,
34,federal government,is implementing in Australia,"no jab, no pay policy",
107,fence-sitters,are,hesitant parents,
134,fence-sitters,could be encouraged to vaccinate by asking to,make plans ahead of time,
106,fence-sitters,are unsure about,vaccine-autism link,
108,fence-sitters,could be prodded toward getting,vaccines,
998,financial forces,are driving the agenda,anti-vaccination,says Dr. Mark Schleiss
1017,financial forces,are preying on vulnerable and resource-limited,families,says Dr. Mark Schleiss
1019,financial forces,behind every anti-vaccine website is,unconscionable,says Dr. Mark Schleiss
963,findings,might have been expected by those in the,field,
964,findings,might have been expected by anyone following,research,
751,First Century Gospel Church,believe in,faith healing,over medical care
120,flu shots,are not as controversial as,MMR vaccine,comparison
137,flu shots,not as controversial as,MMR vaccine,
226,free vaccine eligible girls,2.32 fewer cases,cervical dysplasia,than non-free vaccine eligible girls
229,free vaccine eligible girls,.34 fewer cases,genital warts,than non-free vaccine eligible girls
222,free vaccine eligible girls,even if eligible on 50.6% got,three doses Gardasil,
116,friends,recruiting to pass on the message could be more effective for,parents,whose distrust of the medical establishment fuesl hesitancy about vaccines
424,Gardasil,recently approved and protects against seven,cancer-causing types of HPV,
198,Gardasil,billed as vaccine against,cervical cancer,
197,Gardasil,appeared to reduce risk of,genital warts,
215,Gardasil,targets four main,HPV strains,
216,Gardasil,can prevent,variety of medical conditions,
178,Gardasil 4,protects against 4 strains,human papillomavirus,HPV
180,Gardasil 9,protects against 9 strains,human papillomavirus,HPV
358,genes,it is known that genes make certain children more vulnerable to,autism,
366,genetic predisposition,makes more vulnerable to,autism,
945,genetic predisposition,to adverse MMR reaction is a ,myth,says Dr. Mark Schleiss
228,genital warts,also caused by,HPV,
164,genital warts,tends to be earliest signs of,HPV infection,
168,genital warts,fewer cases in girls eligible for free,HPV vaccine,
147,genital warts,can happen as soon as girl becomes,sexually active,
202,girls,should get vaccinated with,Gardasil,when 11 or 12
204,girls,should get vaccinated with Gardasil before exposed to,HPV,CDC recommends
210,girls,only 57% between ages 13 and 17 had received,one dose Gardasil,CDC report
206,girls,should get vaccinated with Gardasil before,sexually active,CDC recommends
211,girls,only 38% between ages 13 and 17 had received,three doses Gardasil,CDC report
385,GlaxoSmithKline,recalling remaining doses of,2014-2015 FLULAVAL QUADRIVALENT flu vaccine,
386,GlaxoSmithKline,voluntarily initiated,flu vaccine recall,
617,vaccine-autism link,no evidence even in,high-risk children,MMR
1107,Governor Jerry Brown,possibility he might urge legislators to include,religious exemption,
1106,Governor Jerry Brown,has signaled that he supports,SB 277,the bill
392,GSK flu vaccine recall,means the vaccine no longer meets the manufacturer's specifications for potency for these particular viruses because of,reduced vaccine potency,
463,harmful association,none between MMR vaccine and,autism,
654,population immunity,high level important for,children with cancer,
321,health care professionals,must work to help protect entire,community,
184,health care providers,fail to grasp that HPV vaccine is first to,prevent cancer,
182,health care providers,many are hung up on fact that vaccine is for,sexually transmitted virus,
813,children,if danger exists to health then it is lawful to use,vaccines,says the Church
172,health officials,recommend,HPV vaccine,at age 11 or 12
354,health officials,blame,parents who choose to delay vaccination,for disease reappearance
809,hepatitis A vaccine,are cultured cells originally derived from,aborted fetuses,
806,hepatitis A vaccine,are,cultured cells,
866,herd immunity,between 83% and 94% vaccinated for,measles,
1046,herd immunity,against other infections could actually be reduced by infection of,measles,
67,herd immunity,is 92 to 94 percent of people in a community that must be vaccinated to prevent,measles outbreak,
660,herd immunity,provides protection against,potentially fatal infection,
66,herd immunity,requires 92 to 94%,vaccination coverage,for measles
838,Hib disease,has occurred in,Minnesota,
839,Hib disease,has occurred in,Pennsylvania,
196,high school girls who received Gardasil,were less likely than those unvaccinated to be diagnosed with,cervical dysplasia,three doses
933,high-risk children,were not more likely to develop,autism,if they had received the MMR vaccine
517,high-risk children,have,sibling with autism,
28,Hilary Clinton,took a firmer stance than she had in previous years by supporting,vaccination,
842,Hinduism,is not opposed to,vaccines,
852,Hinduism,none of four major branches opposed to,vaccines,
1014,Hollywood celebrities,fading seek to revive their,careers,says Dr. Mark Schleiss
827,home school,children do not have same,vaccine requirements,
157,HPV vaccination rates,continued to lag in,United States,
154,HPV vaccine,is recommended,ages 11 or 12,
153,HPV vaccine,needs to be given before,at-risk,
191,HPV vaccine,has,benefits,
155,HPV vaccine,is recommended,boys,
161,HPV vaccine,can prevent,cancer,
144,HPV vaccine,protects against,cervical cancer,
193,HPV vaccine,prevents,cervical cancer,in women
195,HPV vaccine,protection against,cervical dysplasia,in women
194,HPV vaccine,protection against,genital warts,in women
156,HPV vaccine,is recommended,girls,
400,HPV vaccine,provides partial protection against,high-risk types of HPV,
419,HPV vaccine,cannot help clear current,HPV infection,stressed Daniel C. Bleacher
397,HPV vaccine,is effective against,infection at multiple sites,
171,HPV vaccine,has,magnitude of benefits,
176,HPV vaccine,given at same time as other important vaccines,meningitis,
398,HPV vaccine,provides,partial protection,
158,HPV vaccine,is about,preventing cancer,
190,HPV vaccine,is about,preventing cancer,
416,HPV vaccine,brought,reduction in HPV,"of cervix, anus, and mouth"
189,HPV vaccine,let's not make it about,sex,
143,HPV vaccine,protects against,sexually transmitted virus,
175,HPV vaccine,given at same time as other important vaccines,Tdap,tetanus/diptheria/pertussis
399,HPV vaccine,provides partial protection for,women previously exposed to HPV,
420,HPV vaccine,may provide partial protection at multiple sites in,women previously exposed to HPV,said Daniel C. Bleacher
417,HPV vaccine,brought greatest protection,women without previous HPV,reported Daniel C. Bleacher
192,HPV vaccine benefits,can be seen in,high school girls,
220,HPV vaccine benefits,strengthens,vaccination recommendations,
219,HPV vaccine benefits,observed in,young age group,strengthens vaccination recommendations
422,HPV vaccine recommendations,start at,ages 11 or 12,
423,HPV vaccine recommendations,are to continue through,age 26,
421,HPV Vaccine Trial in Costa Rica,findings support current,HPV vaccine recommendations,said Daniel C. Bleacher
411,HPV Vaccine Trial in Costa Rica,previous reports looking at separate sites demonstrated HPV vaccine is highly effective in providing,multi-site protection,
415,HPV Vaccine Trial in Costa Rica,is first to analyze,multi-site protection,"explained Daniel C. Beachler, postdoctoral fellow at NCI"
410,HPV Vaccine Trial in Costa Rica,previous reports looking at separate sites demonstrated high,vaccine efficacy,
893,ideas,that,vaccine is worse than disease,
889,ideas,spread like,virus,
336,imitation infection,does not cause,illnesses,
337,imitation infection,causes to develp same response as to real infection,immune system,
699,immune amnesia,is still just a,hypotheses,says William Moss
700,immune amnesia,needs more,testing,says William Moss
188,immune response,if less potent leads to less effective,protection,
187,immune response,could be less potent after waiting longer to get,vaccines,
695,immune system,after measles seems to have,immune amnesia,
698,immune system,after measles infection has to rebuild its,immune protection,against prior diseases
696,immune system,has to start over after infection with,measles,
697,immune system,after measles infection has to rebuild its immune protection against,prior diseases,
306,immunization,promotes,healthy communities,
911,immunization,great strides in drastically reducing,infant death,"says Donna Leusner, spokesperson for NJ Department of Public Health"
912,immunization,great strides in drastically reducing,infant disability,"says Donna Leusner, spokesperson for NJ Department of Public Health"
824,immunization,is consistent with,Islamic principles,say Muslim leaders
299,immunization,is a shared,responsibility,
910,immunization,best ways parents can protect children from,serious childhood diseases,
655,population immunity,high level important for,children with immunosuppressive diseases,
281,immunization schedule,provides in life early,immunity,
17,immunized people,help prevent the,spread of disease,"said board member Dr. Patrice Harris, according to Forbes"
1032,immunological mechanisms,we don't know of any that could explain,nonspecific vaccine benefits,
1038,immunosuppression,corresponded to a strengthened association between measles and,nonmeasles infectious diseases,
1026,immunosuppression,"often thought to be transient, which increases the host's",susceptibility to other illnesses,
844,India,has high,vaccination rate,
314,infants,are later exposed to,life-threatening diseases,
301,infants,should follow,recommended immunization schedule,
407,infection,of anus is primary anatomic site where persistent HPV infections can cause,cancer,
406,infection,of cervix is primary anatomic site where persistent HPV infections can cause,cancer,
408,infection,of mouth is primary anatomic site where persistent HPV infections can cause,cancer,
1044,infection,can provide a robust,herd immunity,against subsequent epidemics
404,infection,of anus is,high-risk types of HPV,
403,infection,of cervix is,high-risk types of HPV,
405,infection,of mouth is,high-risk types of HPV,
681,infectious diseases,are very high in,developing countries,
643,infectious diseases,protect against by staying current with,vaccinations,
438,Institute of Medicine,examined large body of epidemiological evidence and confirmed in 2004 that,MMR vaccine does not cause autism,MMR
439,Institute of Medicine,in 2011 reviewed another eight major vaccines and found that,vaccines do not cause autism,
124,interventions,can push past,herd immunity,
507,Jain study,hope helps to end the movement of,anti-vaccination,
505,Jain study,is,carefully conducted study,
462,Jain study,indicates no,harmful association,between MMR vaccine receipt and ASD
459,Jain study,shows receipt of,MMR vaccine,not associated with increased ASD risk
506,Jain study,shows,MMR vaccine does not cause autism,MMR
457,Jain study,adds more weight to evidence about,MMR vaccine safety,
483,Jain study,was by necessity,observational study,
490,Jain study,findings indicated,protective effect of vaccines,from autism
501,Jain study,authors couldn't rule out,protective effect of vaccines,
504,Jain study,is large,study,
458,Jain study,did not have,surprising results,for those who have followed the science
951,reassurance,is about vaccinating ,children with neurodevelopmental issues,
350,Jain study,finds no,vaccine-autism link,
467,Jain study,should settle question about,vaccine-autism link,
242,families,in Arizona are choosing,anti-vaccination,in Arizona
524,JAMA paper,examined,insurance claims,
522,JAMA paper,is in,Journal of the American Medical Association,
432,JAMA paper,should end once and for all,vaccine debate,
426,JAMA paper,"study of 95,000 children finds no",vaccine-autism link,MMR
525,JAMA paper,"examined insurance claims for 96,000 U.S. children born 2001-2007 to look for",vaccine-autism link,MMR
799,Jehovah's Witnesses,support,vaccination,
816,Jehovah's Witnesses,had past opposition to,vaccines,
820,Jews,confusion since vaccines contain components,gelatin,
819,Jews,confusion since vaccines contain components,pig,
800,Jews,support,vaccination,
818,Jews,are encouraged to use,vaccines,
58,Jill Hennessy,is,Victoria's health minister,
526,lawmakers,in California and elsewhere are increasingly proposing strengthened,vaccination requirements,
75,Libya,has 99 percent,measles vaccination rate,
77,Libya,has passed 92 to 94%,vaccination coverage,
510,long-discredited hypotheses,of anti-vax movement include,vaccine-autism link,MMR
589,long-term disabilities,such as,brain damage,
587,long-term disabilities,such as,deafness,
586,long-term disabilities,such as,loss of limb,
588,long-term disabilities,such as,nervous system problems,
905,Los Angeles,has increased rates of,vaccine exemption,in wealthier regions
907,Los Angeles,has increased rates of vaccine exemption in,wealthier regions,for preschoolers
908,Los Angeles County,had 2.2%,exemption rate,in 2013-2014
858,low immunization cluster,is real,threat,experts say
894,low rates of vaccination,more in,private schools,than public schools in NJ
88,low vaccination coverage,"in 2014, caused 644 people in the U.S. to be sickened by",measles,more than in any year since 2000
909,low vaccination rates,at community level are putting children,at-risk,
901,low vaccination rates,in schools,cluster,
170,magnitude of benefits,is surprising in,young age group,
828,measles,158 cases from members of an,anti-vaccine eugenics community,"in Quebec, Canada"
649,measles,can lead to,brain damage,
1040,measles,infections may have contributed to as many as half of all,childhood mortality,when measles was common
243,families,in Arizona number is increasing,anti-vaccination,in Arizona
244,families,in the US number is increasing,anti-vaccination,in the U.S.
516,vaccine-autism link,no link even in,high-risk children,MMR
351,autism,no increased risk even among,high-risk children,
650,measles,can lead to,deaths,
829,measles,outbreak started from trip to,Disneyland,"in Quebec, Canada"
732,measles,16 people in Texas linked to,Eagle Mountain International Church,
646,measles,can lead to,ear infections,
1074,measles,in the near future can be,eliminated,
1033,measles,could cause the loss of,immune memory cells,
693,measles,erases,immune protection,to other diseases
692,measles,is known to suppress,immune system,for a few weeks after infection
707,measles,affects,immune system,for two to three years
1043,measles,may reset memory of our,immune system,the results of this study provide strong support
1034,measles,could erase previously acquired,immunity,Scientists have previously suggested one possible explanation
9,measles,is crucial,immunization,
1025,measles,infection typically accompanied by a severe,immunosuppression,
1020,measles,control through vaccines is one of the most successful public health,interventions,in recent years
861,measles,could stage permanent,measles comeback,
731,measles,320 cases linked to,Netherlands Reformed Congregation,
831,measles,320 measles cases linked to,Netherlands Reformed Congregation,"British Columbia, Canada"
1039,measles,strengthened association with,nonmeasles infectious diseases,
735,measles,58 cases in,Orthodox Jewish communities,"in Borough Park, Williamsburg Brooklyn"
647,measles,can lead to,pneumonia,
631,measles,is,potentially fatal childhood infectious disease,
736,measles,21 people linked to,Prabhupada Village,"Hare Krishna Community, North Carolina"
138,measles,is very,preventable disease,
648,measles,can lead to,seizures,
979,measles,is still a,threat,across the world
1041,measles,infections reduction through,vaccination,the scientists found
642,measles,protect against by staying current with,vaccinations,
863,measles cases,one sick visitor started,Disneyland measles outbreak,
690,measles cases,number predicted two to three years later,number of deaths from other infections,
737,measles encephalitis,2499 cases,Dutch Bible belt,
297,measles increase,is an example of seriousness of,vaccine-preventable diseases,
519,measles outbreak,began in,California,
518,measles outbreak,affected 14,states,
859,measles outbreak,sickened 147 people in six,states,
65,measles protection,rests on,herd immunity,powerful
355,measles reappearance,health officials blame in part on,parents who choose to delay vaccination,
862,measles reappearance,could occur because of declining,vaccination rate,
82,measles vaccination rate,coverage is as low as 86%,Colorado,
83,measles vaccination rate,coverage is as low as 86%,Ohio,
87,measles vaccination rate,the national average is 91 percent,United States,
1024,measles vaccine,has additional benefits that are still poorly understood,benefits,
1021,measles vaccine,has reduced by 30 to 50 percent in some countries,childhood mortality,
1027,measles vaccine,"regardless of infectious agent, is associated with large reductions in",childhood mortality,WHO concluded
676,measles vaccine,phenomenon today is seen in,developing countries,scientists see
1029,measles vaccine,protective effects can lead to reduction in,infectious disease mortality,of roughtly five years--and even persist for life in some cases
1030,measles vaccine,has,long-term benefits,
669,measles vaccine,was 50-year old,mystery,
