,u,v,jaccard
2547,religious exemption,uninformed,0.1
2562,religious exemption,childcare,0.0909090909091
2568,religious exemption,MMR vaccine,0.176470588235
2570,religious exemption,policy makers,0.0714285714286
2582,religious exemption,medical exemption,0.333333333333
2583,religious exemption,Los Angeles County,0.111111111111
2646,religious exemption,Jehovah's Witnesses,0.0909090909091
2653,religious exemption,vaccines,0.0363636363636
2655,religious exemption,Los Angeles,0.1
2678,religious exemption,reasons,0.111111111111
2683,religious exemption,high vaccination rates,0.0909090909091
2686,religious exemption,interventions,0.0909090909091
2688,religious exemption,California,0.0769230769231
2690,religious exemption,controversial bill,0.0909090909091
2695,religious exemption,families,0.0666666666667
2698,religious exemption,republicans,0.1
2725,religious exemption,new strategies,0.1
2737,religious exemption,party lines,0.111111111111
2755,religious exemption,vaccine safety,0.0833333333333
2757,religious exemption,parents,0.0526315789474
2762,religious exemption,vaccine-preventable diseases,0.0625
2778,religious exemption,people,0.0833333333333
2779,religious exemption,Dutch reformed churches,0.0769230769231
2782,religious exemption,vaccination rate,0.142857142857
2795,religious exemption,Muslim fundamentalists,0.0833333333333
2823,religious exemption,vaccination,0.02
2824,religious exemption,outbreaks,0.0666666666667
2831,religious exemption,preschoolers,0.111111111111
2853,religious exemption,right to personal exemptions,0.0909090909091
2861,religious exemption,vaccine requirements,0.0666666666667
2868,religious exemption,rubella,0.047619047619
2882,religious exemption,Amish,0.0909090909091
2917,results,large,1.0
2920,results,vaccinated high-risk children,0.333333333333
2952,results,studies,0.0909090909091
2955,results,Age of Autism,0.5
3010,results,MMR vaccine does not cause autism,0.333333333333
3035,results,observational,1.0
3096,results,anti-vaccination,0.0384615384615
3140,results,protective effect of vaccines,0.125
3143,results,MMR vaccine,0.0909090909091
3247,results,vaccine-autism link,0.047619047619
3316,results,harmful association,0.333333333333
3365,results,vaccinated children,0.166666666667
3399,results,MMR vaccine safety,0.333333333333
3484,no brainer,risk,1.0
3503,no brainer,medical issue,0.5
3510,no brainer,children with immunosuppressive diseases,0.5
3522,no brainer,Jews,0.2
3526,no brainer,infant disability,1.0
3529,no brainer,low vaccination rates,0.125
3535,no brainer,National Infant Immunization Week,0.5
3570,no brainer,measles outbreak,0.142857142857
3584,no brainer,polio,0.2
3587,no brainer,Muslims,0.5
3599,no brainer,Hilary Clinton,1.0
3605,no brainer,responsibility,0.5
3615,no brainer,Catholics,0.5
3618,no brainer,social norms,1.0
3639,no brainer,Disneyland measles outbreak,0.166666666667
3650,no brainer,infant mortality,1.0
3655,no brainer,state-level policy,1.0
3659,no brainer,religious groups,0.05
3741,no brainer,childhood disease,0.333333333333
3751,no brainer,disease,0.0909090909091
3752,no brainer,mental disorders,0.5
3756,no brainer,social network,0.5
3764,no brainer,autism risk,0.0769230769231
3769,no brainer,herd immunity,0.0769230769231
3800,no brainer,Jehovah's Witnesses,0.333333333333
3803,no brainer,voluntary,1.0
3834,no brainer,community,0.0625
3846,no brainer,Islamic principles,0.5
3851,no brainer,measles,0.0217391304348
3860,no brainer,hospitalizations,1.0
3884,no brainer,protect the kid next to you,1.0
3910,no brainer,whooping cough,0.2
3916,no brainer,vaccine-preventable diseases,0.125
3933,no brainer,Dutch reformed churches,0.2
3945,no brainer,religion,0.142857142857
3948,no brainer,infectious disease,0.166666666667
3954,no brainer,children with cancer,0.5
3972,no brainer,childhood mortality,0.166666666667
3978,no brainer,outbreaks,0.142857142857
3998,no brainer,deaths,0.333333333333
4003,no brainer,sibling,1.0
4306,repetitive behaviors,social issues,0.5
4479,repetitive behaviors,unable to speak,1.0
4626,children,Orthodox Jewish communities,0.05
4627,children,fence-sitters,0.0909090909091
4628,children,Journal of the American Medical Association,0.05
4629,children,sexually transmitted virus,0.0434782608696
4630,children,fear of autism,0.0909090909091
4635,children,choice,0.05
4640,children,spread of infectious diseases,0.1
4648,children,vaccinated high-risk children,0.0454545454545
4652,children,long-term benefits,0.05
4653,children,medical issue,0.047619047619
4655,children,vaccine alternatives,0.0454545454545
4658,children,scientists,0.142857142857
4659,children,flu shots,0.047619047619
4662,children,efficacious,0.05
4664,children,genes,0.05
4668,children,protection,0.130434782609
4672,children,Jews,0.0416666666667
4679,children,low vaccination rates,0.037037037037
4680,children,studies,0.0333333333333
4684,children,brain damage,0.047619047619
4696,children,children with autistic sibling,0.047619047619
4699,children,unvaccinated-friendly day care centres,0.0434782608696
4702,children,meningococcal disease,0.0444444444444
4705,children,infection,0.0416666666667
4706,children,antibiotics,0.0454545454545
4707,children,transient,0.05
4712,children,states,0.0344827586207
4714,children,science,0.1
4715,children,challenge,0.05
4721,children,vaccination exemption,0.0277777777778
4727,children,Wakefield study,0.037037037037
4731,children,population health,0.05
4733,children,polio,0.0869565217391
4734,children,risk of infection,0.05
4735,children,potential risks,0.05
4738,children,public health,0.125
4739,children,neurological problems,0.05
4741,children,measles resurgence,0.0833333333333
4742,children,gelatin,0.047619047619
4743,children,medical advancement,0.05
4746,children,Jain study,0.0625
4750,children,genetic component,0.05
4752,children,hypotheses,0.0434782608696
4755,children,vaccine-free day care centres,0.04
4757,children,Mississippi,0.0454545454545
4767,children,West Virginia,0.0454545454545
4769,children,rubella outbreak,0.05
4770,children,physicians,0.0434782608696
4776,children,safe,0.047619047619
4781,children,infectious disease mortality,0.0909090909091
4782,children,Merck,0.05
4783,children,schools,0.0769230769231
4784,children,mystery,0.0434782608696
4787,children,Disneyland measles outbreak,0.04
4789,children,measles experience,0.05
4793,children,developing countries,0.0434782608696
4794,children,distrust of medical establishment,0.047619047619
4795,children,children with family history of autism,0.05
4796,children,immune memory cells,0.05
4800,children,worried,0.05
4801,children,parental rights,0.047619047619
4802,children,health officials,0.0416666666667
4805,children,research,0.136363636364
4807,children,religious groups,0.025641025641
4814,children,United States,0.0714285714286
4816,children,Gardasil,0.03125
4817,children,immune response,0.0909090909091
4819,children,benefits,0.05
4821,children,anti-vaccination,0.0697674418605
4822,children,threat,0.047619047619
4824,children,Prabhupada Village,0.05
4825,children,Washington State public-private pilot program,0.047619047619
4828,children,Dr. Adams,0.0434782608696
4829,children,genital warts,0.0357142857143
4833,children,seizures,0.05
4834,children,legitimate reasons,0.05
4838,children,pneumonia deaths,0.05
4842,children,compromise,0.047619047619
4843,children,Disneyland,0.047619047619
4845,children,vaccine hesitancy,0.0434782608696
4848,children,uninformed,0.047619047619
4849,children,doctors,0.0454545454545
4851,children,risk of cervical dysplasia,0.05
4853,children,pneumonia,0.05
4854,children,written down,0.05
4861,children,childcare,0.0454545454545
4864,children,protective effect of vaccines,0.0769230769231
4868,children,policy makers,0.0833333333333
4871,children,cervical dysplasia,0.0344827586207
4872,children,funds,0.05
4879,children,medical exemption,0.0384615384615
4881,children,ear infections,0.05
4885,children,childhood disease,0.0454545454545
4887,children,environmental factors,0.0434782608696
4889,children,reduction in child mortality,0.047619047619
4893,children,personal belief exemption,0.03125
4900,children,Jewish dietary laws,0.05
4903,children,fear,0.05
4904,children,reduction in mortality,0.047619047619
4905,children,World Health Organization,0.047619047619
4906,children,delaying Gardasil,0.047619047619
4907,children,autism risk,0.03125
4912,children,herd immunity,0.03125
4920,children,unethical,0.05
4923,children,imitation infection,0.047619047619
4926,children,orthodox Hasidic Jews,0.0434782608696
4928,children,opportunistic infections,0.05
4935,children,medical law,0.05
4937,children,free vaccine,0.05
4939,children,vaccine refusal,0.0645161290323
4942,children,Jehovah's Witnesses,0.0454545454545
4946,children,William Moss,0.0434782608696
4947,children,vaccinated children and unvaccinated children,0.047619047619
4948,children,diarrhea deaths,0.05
4950,children,vaccine success,0.05
4952,children,behavioral research,0.047619047619
4963,children,models of disease,0.05
4967,children,scientific paper,0.05
4970,children,recommended vaccine schedule,0.047619047619
4972,children,cancer,0.0416666666667
4974,children,saved lives,0.05
4975,children,community,0.125
4977,children,church,0.0416666666667
4981,children,interventions,0.0454545454545
4983,children,California,0.0416666666667
4990,children,families,0.0384615384615
4993,children,argument,0.047619047619
4995,children,evidence,0.04
5003,children,exist,0.05
5010,children,immune system,0.0833333333333
5011,children,Hinduism,0.05
5012,children,triple hit,0.0454545454545
5013,children,pregnant women,0.0434782608696
5014,children,Mina study,0.04
5015,children,immunosuppression,0.0952380952381
5016,children,severity,0.05
5021,children,state-level policies,0.0454545454545
5022,children,daughters,0.047619047619
5023,children,home-school,0.047619047619
5028,children,risk of fainting,0.047619047619
5029,children,bad news,0.05
5034,children,harmful association,0.0454545454545
5037,children,prevention,0.047619047619
5039,children,unvaccinated children,0.037037037037
5043,children,eliminated virus,0.0416666666667
5045,children,Dutch Bible belt,0.05
5051,children,rubella elimination,0.0952380952381
5052,children,revaccinated,0.05
5053,children,anti-vaccine eugenics community,0.047619047619
5054,children,personal belief reasons,0.0952380952381
5055,children,vaccine-preventable diseases,0.037037037037
5057,children,insurance claims,0.05
5058,children,victims,0.05
5059,children,myth,0.0434782608696
5062,children,minor symptoms,0.0416666666667
5067,children,side effects,0.03125
5069,children,children at higher risk for autism,0.0833333333333
5070,children,people,0.0434782608696
5080,children,vaccinated children,0.04
5082,children,religion,0.08
5083,children,infectious disease,0.04
5088,children,preventable disease,0.0952380952381
5097,children,world,0.047619047619
5107,children,childhood mortality,0.0833333333333
5108,children,Eagle Mountain International Church,0.0454545454545
5111,children,health benefits,0.037037037037
5113,children,vaccination,0.0333333333333
5115,children,religious beliefs,0.0952380952381
5121,children,peers,0.05
5123,children,link,0.05
5128,children,complications,0.05
5130,children,infants,0.0769230769231
5132,children,adults,0.047619047619
5133,children,deaths,0.0454545454545
5134,children,vaccine debate,0.0454545454545
5135,children,sales,0.05
5136,children,vaccinated individuals,0.05
5137,children,pig,0.047619047619
5146,children,SB 277,0.114285714286
5150,children,driving factors,0.0454545454545
5151,children,sexually active,0.0384615384615
5152,children,immunity,0.142857142857
5154,children,sense of urgency,0.05
5155,children,rubella,0.03125
5166,children,Robert F. Kennedy Jr.,0.047619047619
5167,children,friends,0.05
5170,children,scheduled appointment,0.05
5172,children,Netherlands Reformed Congregation,0.05
5173,children,immune protection,0.0454545454545
5174,children,environmental trigger,0.047619047619
5177,children,Tdap vaccine,0.037037037037
5241,vaccination schedule,National Infant Immunization Week,0.25
5252,vaccination schedule,withholding vaccines,0.166666666667
5317,vaccination schedule,vaccinated,0.1
5369,vaccination schedule,parental responsibility,0.25
5399,vaccination schedule,vaccination of pregnant women,0.333333333333
5427,vaccination schedule,MMR vaccine,0.0769230769231
5433,vaccination schedule,birth defects,0.166666666667
5457,vaccination schedule,disease,0.166666666667
5482,vaccination schedule,recommended vaccines,0.25
5483,vaccination schedule,genetic predisposition,0.166666666667
5513,vaccination schedule,vaccines,0.0408163265306
5531,vaccination schedule,vaccine-autism link,0.0434782608696
5557,vaccination schedule,measles,0.0425531914894
5616,vaccination schedule,whooping cough,0.142857142857
5617,vaccination schedule,parents,0.0188679245283
5629,vaccination schedule,minor symptoms,0.142857142857
5631,vaccination schedule,JAMA study,0.142857142857
5640,vaccination schedule,vaccine delay,0.0769230769231
5652,vaccination schedule,measles vaccine,0.0454545454545
5653,vaccination schedule,developmental disability,0.166666666667
5664,vaccination schedule,whooping cough vaccine,0.333333333333
5687,vaccination schedule,early education,0.333333333333
5710,vaccination schedule,health care,0.166666666667
5715,vaccination schedule,autism,0.0454545454545
5722,vaccination schedule,vaccine requirements,0.111111111111
5750,vaccination schedule,Tdap vaccine,0.1
6032,best-sellers,celebrities,0.5
6084,best-sellers,vaccines,0.0208333333333
6413,American Medical Association,states,0.0769230769231
6422,American Medical Association,vaccination exemption,0.05
6431,American Medical Association,philosophical exemption,0.2
6503,American Medical Association,health officials,0.125
6508,American Medical Association,religious groups,0.0434782608696
6529,American Medical Association,Dr. Adams,0.142857142857
6543,American Medical Association,compromise,0.2
6549,American Medical Association,uninformed,0.2
6678,American Medical Association,reasons,0.25
6757,American Medical Association,parents,0.0185185185185
6780,American Medical Association,vaccine delay,0.0714285714286
6791,American Medical Association,religion,0.1
6810,American Medical Association,Dr. Mark Schleiss,0.166666666667
6860,American Medical Association,SB 277,0.0454545454545
6947,Orthodox Jewish communities,low vaccination rates,0.125
6952,Orthodox Jewish communities,brain damage,0.5
7010,Orthodox Jewish communities,measles resurgence,0.166666666667
7051,Orthodox Jewish communities,infectious disease mortality,0.25
7057,Orthodox Jewish communities,Disneyland measles outbreak,0.166666666667
7059,Orthodox Jewish communities,measles experience,1.0
7066,Orthodox Jewish communities,immune memory cells,1.0
7072,Orthodox Jewish communities,health officials,0.2
7075,Orthodox Jewish communities,research,0.2
7085,Orthodox Jewish communities,United States,0.1
7093,Orthodox Jewish communities,threat,0.5
7095,Orthodox Jewish communities,Prabhupada Village,1.0
7104,Orthodox Jewish communities,seizures,1.0
7114,Orthodox Jewish communities,Disneyland,0.5
7124,Orthodox Jewish communities,pneumonia,1.0
7154,Orthodox Jewish communities,ear infections,1.0
7158,Orthodox Jewish communities,childhood disease,0.333333333333
7179,Orthodox Jewish communities,World Health Organization,0.5
7186,Orthodox Jewish communities,herd immunity,0.0769230769231
7214,Orthodox Jewish communities,vaccine refusal,0.0769230769231
7239,Orthodox Jewish communities,models of disease,1.0
7258,Orthodox Jewish communities,interventions,0.333333333333
7260,Orthodox Jewish communities,California,0.2
7287,Orthodox Jewish communities,immune system,0.166666666667
7292,Orthodox Jewish communities,immunosuppression,0.333333333333
7298,Orthodox Jewish communities,state-level policies,0.333333333333
7306,Orthodox Jewish communities,bad news,1.0
7316,Orthodox Jewish communities,unvaccinated children,0.125
7320,Orthodox Jewish communities,eliminated virus,0.2
7322,Orthodox Jewish communities,Dutch Bible belt,1.0
7328,Orthodox Jewish communities,parents,0.0196078431373
7329,Orthodox Jewish communities,rubella elimination,0.333333333333
7331,Orthodox Jewish communities,anti-vaccine eugenics community,0.5
7333,Orthodox Jewish communities,vaccine-preventable diseases,0.125
7336,Orthodox Jewish communities,victims,1.0
7362,Orthodox Jewish communities,religion,0.142857142857
7370,Orthodox Jewish communities,preventable disease,0.333333333333
7389,Orthodox Jewish communities,childhood mortality,0.166666666667
7390,Orthodox Jewish communities,Eagle Mountain International Church,0.333333333333
7395,Orthodox Jewish communities,vaccination,0.0238095238095
7416,Orthodox Jewish communities,deaths,0.333333333333
7438,Orthodox Jewish communities,immunity,0.25
7458,Orthodox Jewish communities,Netherlands Reformed Congregation,1.0
7459,Orthodox Jewish communities,immune protection,0.333333333333
7473,fence-sitters,choice,0.25
7478,fence-sitters,spread of infectious diseases,0.2
7493,fence-sitters,vaccine alternatives,0.166666666667
7496,fence-sitters,scientists,0.142857142857
7500,fence-sitters,efficacious,0.25
7506,fence-sitters,protection,0.111111111111
7510,fence-sitters,Jews,0.125
7518,fence-sitters,studies,0.0714285714286
7541,fence-sitters,meningococcal disease,0.0333333333333
7544,fence-sitters,infection,0.125
7553,fence-sitters,science,0.5
7566,fence-sitters,Wakefield study,0.0909090909091
7570,fence-sitters,population health,0.25
7572,fence-sitters,polio,0.125
7573,fence-sitters,risk of infection,0.25
7577,fence-sitters,public health,0.222222222222
7578,fence-sitters,neurological problems,0.25
7581,fence-sitters,gelatin,0.2
7582,fence-sitters,medical advancement,0.25
7585,fence-sitters,Jain study,0.0588235294118
7591,fence-sitters,hypotheses,0.142857142857
7616,fence-sitters,safe,0.2
7623,fence-sitters,schools,0.0909090909091
7635,fence-sitters,children with family history of autism,0.25
7645,fence-sitters,research,0.125
7647,fence-sitters,religious groups,0.0434782608696
7658,fence-sitters,immune response,0.142857142857
7662,fence-sitters,anti-vaccination,0.0344827586207
7670,fence-sitters,genital warts,0.0833333333333
7692,fence-sitters,risk of cervical dysplasia,0.25
7695,fence-sitters,written down,0.25
7713,fence-sitters,cervical dysplasia,0.0769230769231
7715,fence-sitters,funds,0.25
7738,fence-sitters,disease,0.0714285714286
7744,fence-sitters,Jewish dietary laws,0.25
7747,fence-sitters,fear,0.25
7780,fence-sitters,medical law,0.25
7787,fence-sitters,Jehovah's Witnesses,0.166666666667
7812,fence-sitters,scientific paper,0.25
7819,fence-sitters,saved lives,0.25
7820,fence-sitters,community,0.0526315789474
7822,fence-sitters,church,0.125
7839,fence-sitters,argument,0.2
7840,fence-sitters,pediatricians,0.2
7841,fence-sitters,evidence,0.111111111111
7848,fence-sitters,exist,0.25
7856,fence-sitters,Hinduism,0.25
7873,fence-sitters,risk of fainting,0.2
7896,fence-sitters,parents,0.0377358490566
7908,fence-sitters,minor symptoms,0.125
7910,fence-sitters,JAMA study,0.125
7916,fence-sitters,children at higher risk for autism,0.111111111111
7917,fence-sitters,people,0.142857142857
7937,fence-sitters,preventable disease,0.166666666667
7973,fence-sitters,link,0.25
7982,fence-sitters,adults,0.2
7986,fence-sitters,vaccinated individuals,0.25
7987,fence-sitters,pig,0.2
7989,fence-sitters,health care,0.142857142857
7994,fence-sitters,autism,0.0434782608696
7998,fence-sitters,SB 277,0.0454545454545
8005,fence-sitters,immunity,0.142857142857
8019,fence-sitters,Robert F. Kennedy Jr.,0.2
8379,Journal of the American Medical Association,vaccine-autism link,0.047619047619
8472,Journal of the American Medical Association,insurance claims,1.0
8553,Journal of the American Medical Association,vaccine debate,0.333333333333
8602,sexually transmitted virus,reduction in HPV,0.25
8603,sexually transmitted virus,fear of autism,0.142857142857
8641,sexually transmitted virus,protection,0.25
8672,sexually transmitted virus,unvaccinated-friendly day care centres,0.142857142857
8684,sexually transmitted virus,women,0.142857142857
8694,sexually transmitted virus,vaccination exemption,0.05
8701,sexually transmitted virus,teen girls,0.166666666667
8705,sexually transmitted virus,infection at multiple sites,0.25
8708,sexually transmitted virus,potential risks,0.25
8728,sexually transmitted virus,vaccine-free day care centres,0.111111111111
8748,sexually transmitted virus,HPV vaccine recommendations,0.166666666667
8757,sexually transmitted virus,schools,0.0909090909091
8768,sexually transmitted virus,distrust of medical establishment,0.2
8774,sexually transmitted virus,worried,0.25
8775,sexually transmitted virus,parental rights,0.2
8776,sexually transmitted virus,health officials,0.125
8782,sexually transmitted virus,women without previous HPV,0.25
8789,sexually transmitted virus,United States,0.0769230769231
8791,sexually transmitted virus,Gardasil,0.133333333333
8800,sexually transmitted virus,Washington State public-private pilot program,0.2
8801,sexually transmitted virus,women previously exposed to HPV,0.142857142857
8803,sexually transmitted virus,Dr. Adams,0.142857142857
8804,sexually transmitted virus,genital warts,0.0833333333333
8809,sexually transmitted virus,legitimate reasons,0.25
8814,sexually transmitted virus,girls,0.1
8817,sexually transmitted virus,compromise,0.2
8820,sexually transmitted virus,vaccine hesitancy,0.142857142857
8823,sexually transmitted virus,uninformed,0.2
8824,sexually transmitted virus,doctors,0.166666666667
8836,sexually transmitted virus,childcare,0.166666666667
8847,sexually transmitted virus,cervical dysplasia,0.166666666667
8856,sexually transmitted virus,medical exemption,0.1
8870,sexually transmitted virus,personal belief exemption,0.0625
8884,sexually transmitted virus,delaying Gardasil,0.2
8892,sexually transmitted virus,vaccine efficacy,0.2
8894,sexually transmitted virus,medical conditions,0.25
8910,sexually transmitted virus,at risk,0.166666666667
8918,sexually transmitted virus,vaccine refusal,0.0625
8919,sexually transmitted virus,sex,0.25
8929,sexually transmitted virus,vaccines,0.0196078431373
8930,sexually transmitted virus,vaccine success,0.25
8932,sexually transmitted virus,behavioral research,0.2
8946,sexually transmitted virus,vaccine-autism link,0.0416666666667
8950,sexually transmitted virus,recommended vaccine schedule,0.2
8952,sexually transmitted virus,cancer,0.5
8955,sexually transmitted virus,community,0.0526315789474
8960,sexually transmitted virus,ages 11 or 12,0.166666666667
8971,sexually transmitted virus,meningitis,0.2
8972,sexually transmitted virus,measles,0.0204081632653
8995,sexually transmitted virus,Mina study,0.111111111111
9003,sexually transmitted virus,daughters,0.2
9007,sexually transmitted virus,multi-site protection,0.125
9016,sexually transmitted virus,partial protection,0.2
9026,sexually transmitted virus,high-risk types of HPV,0.166666666667
9034,sexually transmitted virus,personal belief reasons,0.166666666667
9048,sexually transmitted virus,side effects,0.0625
9053,sexually transmitted virus,vaccine delay,0.0714285714286
9065,sexually transmitted virus,measles vaccine,0.0434782608696
9066,sexually transmitted virus,developmental disability,0.142857142857
9067,sexually transmitted virus,infectious disease,0.111111111111
9095,sexually transmitted virus,health benefits,0.0909090909091
9099,sexually transmitted virus,religious beliefs,0.166666666667
9105,sexually transmitted virus,peers,0.25
9106,sexually transmitted virus,boys,0.142857142857
9128,sexually transmitted virus,autism,0.0434782608696
9130,sexually transmitted virus,preventing cancer,0.25
9132,sexually transmitted virus,SB 277,0.0454545454545
9137,sexually transmitted virus,driving factors,0.166666666667
9138,sexually transmitted virus,sexually active,0.1
9141,sexually transmitted virus,sense of urgency,0.25
9147,sexually transmitted virus,HPV infection,0.166666666667
9154,sexually transmitted virus,friends,0.25
9157,sexually transmitted virus,scheduled appointment,0.25
9164,sexually transmitted virus,Tdap vaccine,0.2
9175,fear of autism,ill effects,0.25
9179,fear of autism,debunked,0.25
9205,fear of autism,protection,0.25
9211,fear of autism,vast amounts of money,0.25
9237,fear of autism,unvaccinated-friendly day care centres,0.142857142857
9259,fear of autism,vaccination exemption,0.05
9272,fear of autism,potential risks,0.25
9275,fear of autism,public health,0.222222222222
9278,fear of autism,measles resurgence,0.111111111111
9292,fear of autism,vaccine-free day care centres,0.111111111111
9308,fear of autism,physicians,0.142857142857
9321,fear of autism,schools,0.0909090909091
9332,fear of autism,distrust of medical establishment,0.2
9338,fear of autism,worried,0.25
9339,fear of autism,parental rights,0.2
9355,fear of autism,Gardasil,0.0625
9356,fear of autism,immune response,0.142857142857
9364,fear of autism,Washington State public-private pilot program,0.2
9367,fear of autism,Dr. Adams,0.142857142857
9370,fear of autism,vast amounts of time,0.25
9373,fear of autism,legitimate reasons,0.25
9381,fear of autism,compromise,0.2
9384,fear of autism,vaccine hesitancy,0.142857142857
9387,fear of autism,uninformed,0.2
9388,fear of autism,doctors,0.4
9400,fear of autism,childcare,0.166666666667
9405,fear of autism,retracted,0.25
9408,fear of autism,policy makers,0.111111111111
9420,fear of autism,medical exemption,0.1
9434,fear of autism,personal belief exemption,0.0625
9448,fear of autism,delaying Gardasil,0.2
9449,fear of autism,autism risk,0.0625
9492,fear of autism,vaccines,0.0196078431373
9494,fear of autism,behavioral research,0.2
9502,fear of autism,risk of mumps,0.25
9509,fear of autism,vaccine-autism link,0.0869565217391
9513,fear of autism,recommended vaccine schedule,0.2
9515,fear of autism,cancer,0.125
9518,fear of autism,community,0.0526315789474
9520,fear of autism,church,0.125
9527,fear of autism,risk of rubella,0.25
9535,fear of autism,measles,0.0416666666667
9558,fear of autism,Mina study,0.111111111111
9567,fear of autism,daughters,0.2
9581,fear of autism,prevention,0.2
9598,fear of autism,personal belief reasons,0.4
9612,fear of autism,side effects,0.0625
9628,fear of autism,measles vaccine,0.0434782608696
9629,fear of autism,developmental disability,0.142857142857
9630,fear of autism,infectious disease,0.111111111111
9655,fear of autism,Eagle Mountain International Church,0.166666666667
9662,fear of autism,religious beliefs,0.4
9669,fear of autism,peers,0.25
9674,fear of autism,fraud,0.2
9675,fear of autism,vaccine success,0.25
9692,fear of autism,autism,0.0434782608696
9696,fear of autism,SB 277,0.0454545454545
9701,fear of autism,driving factors,0.166666666667
9702,fear of autism,sexually active,0.1
9705,fear of autism,sense of urgency,0.25
9718,fear of autism,friends,0.25
9721,fear of autism,scheduled appointment,0.25
9728,fear of autism,Tdap vaccine,0.0909090909091
9958,genetic risk factors for ASD,behavioral interventions,1.0
9992,genetic risk factors for ASD,environmental factors,0.25
10106,genetic risk factors for ASD,pharmacological interventions,1.0
10345,siblings,studies,0.0909090909091
10589,siblings,children with neurodevelopmental issues,0.5
11052,resources,anti-vaccination,0.037037037037
11145,resources,immune amnesia,0.25
11192,resources,MMR vaccine doesn't trigger autism,0.5
11202,resources,vaccine-autism link,0.0454545454545
11354,resources,MMR vaccine safety,0.25
11445,risk,medical issue,0.5
11452,risk,children with immunosuppressive diseases,0.5
11464,risk,Jews,0.2
11468,risk,infant disability,1.0
11471,risk,low vaccination rates,0.125
11477,risk,National Infant Immunization Week,0.5
11512,risk,measles outbreak,0.142857142857
11525,risk,polio,0.2
