name,sentiment,node,degree,deg cent,bet cent,clo cent
u_Gc_positive2.gml,positive,antibiotics,3,0.005136986,0.001388134,0.23797881
u_Gc_positive2.gml,positive,transient,1,0.001712329,0,0.225656878
u_Gc_positive2.gml,positive,cases,1,0.001712329,0,0.22112836
u_Gc_positive2.gml,positive,vaccination coverage,6,0.010273973,0.010849402,0.2396389
u_Gc_positive2.gml,positive,other meningococcal disease cases,1,0.001712329,0,0.22112836
u_Gc_positive2.gml,positive,women,4,0.006849315,0.006868767,0.199521695
u_Gc_positive2.gml,positive,states,13,0.022260274,0.018866822,0.263895165
u_Gc_positive2.gml,positive,shame,1,0.001712329,0,0.141096883
u_Gc_positive2.gml,positive,science,2,0.003424658,0.001855232,0.276384288
u_Gc_positive2.gml,positive,challenge,1,0.001712329,0,0.241821946
u_Gc_positive2.gml,positive,vaccinated students,2,0.003424658,0,0.233880657
u_Gc_positive2.gml,positive,California Senate,1,0.001712329,0,0.240131579
u_Gc_positive2.gml,positive,Arizona Department of Health Services,1,0.001712329,0,0.189795255
u_Gc_positive2.gml,positive,measles outbreak,8,0.01369863,0.016027372,0.26691042
u_Gc_positive2.gml,positive,immune system disorder,1,0.001712329,0,0.219219219
u_Gc_positive2.gml,positive,vaccination exemption,17,0.029109589,0.030031141,0.294503278
u_Gc_positive2.gml,positive,household,1,0.001712329,0,0.22112836
u_Gc_positive2.gml,positive,Nepal,1,0.001712329,0,0.213216502
u_Gc_positive2.gml,positive,one dose of vaccine,1,0.001712329,0,0.166381766
u_Gc_positive2.gml,positive,anti-vaxxer,5,0.008561644,0.013657511,0.238757155
u_Gc_positive2.gml,positive,vaccine delivery,2,0.003424658,8.37E-05,0.215498155
u_Gc_positive2.gml,positive,Wakefield study,9,0.015410959,0.030712331,0.243333333
u_Gc_positive2.gml,positive,teen girls,3,0.005136986,0.000118832,0.240824742
u_Gc_positive2.gml,positive,girls who received Gardasil,1,0.001712329,0,0.215101289
u_Gc_positive2.gml,positive,philosophical exemption,2,0.003424658,0,0.236724767
u_Gc_positive2.gml,positive,population health,1,0.001712329,0,0.25840708
u_Gc_positive2.gml,positive,infection at multiple sites,1,0.001712329,0,0.215976331
u_Gc_positive2.gml,positive,polio,5,0.008561644,0.004990985,0.281989377
u_Gc_positive2.gml,positive,risk of infection,1,0.001712329,0,0.25840708
u_Gc_positive2.gml,positive,potential risks,1,0.001712329,0,0.269497
u_Gc_positive2.gml,positive,Muslims,2,0.003424658,0,0.260249554
u_Gc_positive2.gml,positive,MMR vaccine does not cause autism,3,0.005136986,0.017806647,0.221631879
u_Gc_positive2.gml,positive,Tanzania,2,0.003424658,2.71E-05,0.193633952
u_Gc_positive2.gml,positive,infant mortality,1,0.001712329,0,0.236724767
u_Gc_positive2.gml,positive,good news,1,0.001712329,0,0.189795255
u_Gc_positive2.gml,positive,measles resurgence,6,0.010273973,0.010185712,0.267521759
u_Gc_positive2.gml,positive,gelatin,2,0.003424658,0,0.263181613
u_Gc_positive2.gml,positive,medical advancement,1,0.001712329,0,0.25840708
u_Gc_positive2.gml,positive,law,1,0.001712329,0,0.240131579
u_Gc_positive2.gml,positive,data,1,0.001712329,0,0.217181108
u_Gc_positive2.gml,positive,Jain study,16,0.02739726,0.04257124,0.274049742
u_Gc_positive2.gml,positive,health professionals,1,0.001712329,0,0.244045132
u_Gc_positive2.gml,positive,Hilary Clinton,1,0.001712329,0,0.236724767
u_Gc_positive2.gml,positive,thimerosal is safe,1,0.001712329,0,0.204267226
u_Gc_positive2.gml,positive,genetic component,1,0.001712329,0,0.241821946
u_Gc_positive2.gml,positive,early treatment,1,0.001712329,0,0.22112836
u_Gc_positive2.gml,positive,hypotheses,4,0.006849315,0.00795273,0.25852147
u_Gc_positive2.gml,positive,vaccine benefits,1,0.001712329,0,0.210830325
u_Gc_positive2.gml,positive,responsibility,2,0.003424658,0.000363175,0.25413403
u_Gc_positive2.gml,positive,family tax benefit,1,0.001712329,0,0.193955497
u_Gc_positive2.gml,positive,autism rate,2,0.003424658,0.000802409,0.237785016
u_Gc_positive2.gml,positive,senators,1,0.001712329,0,0.209094164
u_Gc_positive2.gml,positive,Mississippi,3,0.005136986,0.000400871,0.24212272
u_Gc_positive2.gml,positive,epidemiologist,1,0.001712329,0,0.185809736
u_Gc_positive2.gml,positive,what we already knew,3,0.005136986,0.003517323,0.18170504
u_Gc_positive2.gml,positive,vaccinated,8,0.01369863,0.024684075,0.280095923
u_Gc_positive2.gml,positive,political issues,1,0.001712329,0,0.166666667
u_Gc_positive2.gml,positive,vaccinations should be voluntary,1,0.001712329,0,0.161014613
u_Gc_positive2.gml,positive,observational,1,0.001712329,0,0.215180545
u_Gc_positive2.gml,positive,Catholics,2,0.003424658,0,0.260249554
u_Gc_positive2.gml,positive,non-judgmental environment,1,0.001712329,0,0.222900763
u_Gc_positive2.gml,positive,kindergarten,2,0.003424658,0,0.244761106
u_Gc_positive2.gml,positive,West Virginia,3,0.005136986,0.000400871,0.24212272
u_Gc_positive2.gml,positive,variety of medical conditions,1,0.001712329,0,0.222222222
u_Gc_positive2.gml,positive,rubella outbreak,1,0.001712329,0,0.209169054
u_Gc_positive2.gml,positive,physicians,4,0.006849315,0.003217464,0.231562252
u_Gc_positive2.gml,positive,California Coalition for Health Choice,3,0.005136986,0.003424658,0.264253394
u_Gc_positive2.gml,positive,childcare services,1,0.001712329,0,0.208869814
u_Gc_positive2.gml,positive,new transmission,1,0.001712329,0,0.206872122
u_Gc_positive2.gml,positive,HPV vaccine recommendations,3,0.005136986,0.003424658,0.221463785
u_Gc_positive2.gml,positive,safety concern,1,0.001712329,0,0.15865254
u_Gc_positive2.gml,positive,safe,2,0.003424658,0.001596917,0.261648746
u_Gc_positive2.gml,positive,vaccine fear,1,0.001712329,0,0.215418665
u_Gc_positive2.gml,positive,brain development,1,0.001712329,0,0.19557937
u_Gc_positive2.gml,positive,Vaccine Free Family Day Care,1,0.001712329,0,0.23797881
u_Gc_positive2.gml,positive,infectious disease mortality,5,0.008561644,0.001335366,0.259325044
u_Gc_positive2.gml,positive,Merck,1,0.001712329,0,0.225656878
u_Gc_positive2.gml,positive,schools,10,0.017123288,0.015342992,0.305120167
u_Gc_positive2.gml,positive,mystery,4,0.006849315,0.003526401,0.235483871
u_Gc_positive2.gml,positive,prophylaxis,1,0.001712329,0,0.194926569
u_Gc_positive2.gml,positive,India,1,0.001712329,0,0.213216502
u_Gc_positive2.gml,positive,Disneyland measles outbreak,7,0.011986301,0.004857824,0.275471698
u_Gc_positive2.gml,positive,religious doctrine,3,0.005136986,0.003424658,0.248404934
u_Gc_positive2.gml,positive,measles experience,1,0.001712329,0,0.252813853
u_Gc_positive2.gml,positive,minority views,2,0.003424658,0,0.192866579
u_Gc_positive2.gml,positive,vaccine message,5,0.008561644,0.006936031,0.246830093
u_Gc_positive2.gml,positive,Muslim leaders,1,0.001712329,0,0.19160105
u_Gc_positive2.gml,positive,developing countries,4,0.006849315,0.000899378,0.233974359
u_Gc_positive2.gml,positive,distrust of medical establishment,2,0.003424658,0,0.270120259
u_Gc_positive2.gml,positive,children with family history of autism,1,0.001712329,0,0.239540607
u_Gc_positive2.gml,positive,immune memory cells,1,0.001712329,0,0.252813853
u_Gc_positive2.gml,positive,democrat,1,0.001712329,0,0.198033232
u_Gc_positive2.gml,positive,three-dose course,1,0.001712329,0,0.166381766
u_Gc_positive2.gml,positive,neurological problems,1,0.001712329,0,0.25840708
u_Gc_positive2.gml,positive,childcare benefits,1,0.001712329,0,0.193955497
u_Gc_positive2.gml,positive,worried,1,0.001712329,0,0.269497
u_Gc_positive2.gml,positive,parental rights,2,0.003424658,0.001051091,0.269995377
u_Gc_positive2.gml,positive,health officials,5,0.008561644,0.013653292,0.285714286
u_Gc_positive2.gml,positive,state-level policy,1,0.001712329,0,0.236724767
u_Gc_positive2.gml,positive,activism,2,0.003424658,0,0.2396389
u_Gc_positive2.gml,positive,research,6,0.010273973,0.011470588,0.273921201
u_Gc_positive2.gml,positive,private schools,2,0.003424658,0.003424658,0.213528336
u_Gc_positive2.gml,positive,women without previous HPV,1,0.001712329,0,0.215976331
u_Gc_positive2.gml,positive,parents who refuse to vaccinate their children,10,0.017123288,0.0276474,0.240527183
u_Gc_positive2.gml,positive,Andrew Wakefield,3,0.005136986,0.006843441,0.164229471
u_Gc_positive2.gml,positive,issue,2,0.003424658,0.00032163,0.227591582
u_Gc_positive2.gml,positive,parental responsibility,2,0.003424658,0.000226557,0.267399267
u_Gc_positive2.gml,positive,theory,1,0.001712329,0,0.174902665
u_Gc_positive2.gml,positive,parents who choose to delay vaccination,2,0.003424658,0.000136237,0.226268888
u_Gc_positive2.gml,positive,caregivers,1,0.001712329,0,0.223156286
u_Gc_positive2.gml,positive,United States,10,0.017123288,0.045394921,0.285295554
u_Gc_positive2.gml,positive,members,1,0.001712329,0,0.243637881
u_Gc_positive2.gml,positive,Gardasil,14,0.023972603,0.049610675,0.285574572
u_Gc_positive2.gml,positive,immune response,4,0.006849315,0.003982354,0.267032465
u_Gc_positive2.gml,positive,unvaccinated clusters,2,0.003424658,0.000137484,0.232299125
u_Gc_positive2.gml,positive,benefits,1,0.001712329,0,0.225656878
u_Gc_positive2.gml,positive,wealthy regions,2,0.003424658,0,0.227680312
u_Gc_positive2.gml,positive,anti-vaccination,28,0.047945205,0.126098327,0.312132549
u_Gc_positive2.gml,positive,threat,2,0.003424658,0,0.253582284
u_Gc_positive2.gml,positive,state legislatures,2,0.003424658,0,0.233974359
u_Gc_positive2.gml,positive,Prabhupada Village,1,0.001712329,0,0.252813853
u_Gc_positive2.gml,positive,Washington State public-private pilot program,2,0.003424658,0.001222204,0.27037037
u_Gc_positive2.gml,positive,women previously exposed to HPV,5,0.008561644,2.64E-05,0.216456635
u_Gc_positive2.gml,positive,strong-arm tactics,1,0.001712329,0,0.198033232
u_Gc_positive2.gml,positive,Dr. Adams,4,0.006849315,0.005184217,0.272897196
u_Gc_positive2.gml,positive,genital warts,9,0.015410959,0.016746691,0.275731822
u_Gc_positive2.gml,positive,daily activities,1,0.001712329,0,0.228392648
u_Gc_positive2.gml,positive,vast amounts of time,1,0.001712329,0,0.195776064
u_Gc_positive2.gml,positive,at-risk unvaccinated children,1,0.001712329,0,0.216136195
u_Gc_positive2.gml,positive,seizures,1,0.001712329,0,0.252813853
u_Gc_positive2.gml,positive,legitimate reasons,2,0.003424658,0,0.269497
u_Gc_positive2.gml,positive,prohibits vaccinating members,1,0.001712329,0,0.199045671
u_Gc_positive2.gml,positive,adult vaccination program,2,0.003424658,0.003424658,0.207018788
u_Gc_positive2.gml,positive,small nudges,1,0.001712329,0,0.182329067
u_Gc_positive2.gml,positive,pneumonia deaths,1,0.001712329,0,0.225656878
u_Gc_positive2.gml,positive,girls,7,0.011986301,0.010669836,0.237398374
u_Gc_positive2.gml,positive,vaccination of pregnant women,1,0.001712329,0,0.202707393
u_Gc_positive2.gml,positive,anyone,1,0.001712329,0,0.22112836
u_Gc_positive2.gml,positive,compromise,2,0.003424658,0,0.275862069
u_Gc_positive2.gml,positive,Disneyland,2,0.003424658,0,0.252923343
u_Gc_positive2.gml,positive,2014-2015 FLULAVAL QUADRIVALENT flu vaccine,6,0.010273973,0.018543877,0.188508715
u_Gc_positive2.gml,positive,vaccine hesitancy,4,0.006849315,0.005551473,0.271249419
u_Gc_positive2.gml,positive,headache,2,0.003424658,0.006068247,0.230465667
u_Gc_positive2.gml,positive,early childcare advocacy group,1,0.001712329,0,0.182557049
u_Gc_positive2.gml,positive,uninformed,2,0.003424658,0,0.275862069
u_Gc_positive2.gml,positive,doctors,3,0.005136986,0.003750843,0.272261072
u_Gc_positive2.gml,positive,true-believer cohort,1,0.001712329,0,0.192802905
u_Gc_positive2.gml,positive,risk of cervical dysplasia,1,0.001712329,0,0.25840708
u_Gc_positive2.gml,positive,Colorado,2,0.003424658,2.71E-05,0.193633952
u_Gc_positive2.gml,positive,right to personal exemptions,3,0.005136986,0.005357718,0.229199372
u_Gc_positive2.gml,positive,pneumonia,1,0.001712329,0,0.252813853
u_Gc_positive2.gml,positive,written down,1,0.001712329,0,0.25840708
u_Gc_positive2.gml,positive,behavioral interventions,1,0.001712329,0,0.16390682
u_Gc_positive2.gml,positive,elite list,1,0.001712329,0,0.209243999
u_Gc_positive2.gml,positive,resurgence in potentially fatal childhood infectious diseases,1,0.001712329,0,0.174484613
u_Gc_positive2.gml,positive,anus,1,0.001712329,0,0.17804878
u_Gc_positive2.gml,positive,vaccine campaign,2,0.003424658,0,0.207312744
u_Gc_positive2.gml,positive,early diagnosis,1,0.001712329,0,0.22112836
u_Gc_positive2.gml,positive,conspiracy,5,0.008561644,0.013198493,0.230465667
u_Gc_positive2.gml,positive,childcare,3,0.005136986,0.001051089,0.275992439
u_Gc_positive2.gml,positive,unlikely,1,0.001712329,0,0.208571429
u_Gc_positive2.gml,positive,smallpox,1,0.001712329,0,0.209243999
u_Gc_positive2.gml,positive,protective effect of vaccines,9,0.015410959,0.012895912,0.263419035
u_Gc_positive2.gml,positive,non-medical reasons for exemption,2,0.003424658,0.000370808,0.231746032
u_Gc_positive2.gml,positive,retracted,1,0.001712329,0,0.195776064
u_Gc_positive2.gml,positive,MMR vaccine,24,0.04109589,0.023807178,0.279693487
u_Gc_positive2.gml,positive,allergies,1,0.001712329,0,0.219219219
u_Gc_positive2.gml,positive,policy makers,7,0.011986301,0.005891161,0.263656885
u_Gc_positive2.gml,positive,ideas,3,0.005136986,0.003447072,0.226444358
u_Gc_positive2.gml,positive,bacteria,1,0.001712329,0,0.18136646
u_Gc_positive2.gml,positive,cervical dysplasia,10,0.017123288,0.017872302,0.273921201
u_Gc_positive2.gml,positive,birth defects,4,0.006849315,0.007922792,0.264373019
u_Gc_positive2.gml,positive,preschoolers,1,0.001712329,0,0.227591582
u_Gc_positive2.gml,positive,Waldorf School of Princeton,2,0.003424658,0.003424658,0.213528336
u_Gc_positive2.gml,positive,social issues,2,0.003424658,0.010238727,0.166952544
u_Gc_positive2.gml,positive,government rebates,1,0.001712329,0,0.213294375
u_Gc_positive2.gml,positive,pain,1,0.001712329,0,0.228392648
u_Gc_positive2.gml,positive,normal,1,0.001712329,0,0.210223182
u_Gc_positive2.gml,positive,HPV vaccine benefits,3,0.005136986,0.001685048,0.205996473
u_Gc_positive2.gml,positive,medical exemption,7,0.011986301,0.009401943,0.28063431
u_Gc_positive2.gml,positive,Los Angeles County,1,0.001712329,0,0.227591582
u_Gc_positive2.gml,positive,ear infections,1,0.001712329,0,0.252813853
u_Gc_positive2.gml,positive,vaccine-free day care centres,7,0.011986301,0.016482977,0.286696122
u_Gc_positive2.gml,positive,virus,1,0.001712329,0,0.184693232
u_Gc_positive2.gml,positive,unvaccinated workers,2,0.003424658,0.000237973,0.221295945
u_Gc_positive2.gml,positive,childhood disease,4,0.006849315,0.000415268,0.265213442
u_Gc_positive2.gml,positive,risk to pregnant women,1,0.001712329,0,0.213294375
u_Gc_positive2.gml,positive,environmental factors,5,0.008561644,0.020424587,0.243029546
u_Gc_positive2.gml,positive,pro-vaccination,4,0.006849315,0.003554661,0.24506924
u_Gc_positive2.gml,positive,reduction in child mortality,2,0.003424658,0,0.2258314
u_Gc_positive2.gml,positive,consequences,1,0.001712329,0,0.23797881
u_Gc_positive2.gml,positive,young adults,4,0.006849315,0.00513139,0.225569718
u_Gc_positive2.gml,positive,personal belief exemption,15,0.025684932,0.025367423,0.304325169
u_Gc_positive2.gml,positive,part of the story,1,0.001712329,0,0.149666838
u_Gc_positive2.gml,positive,disease,18,0.030821918,0.027773153,0.303061754
u_Gc_positive2.gml,positive,mental disorders,2,0.003424658,0.006837567,0.237109216
u_Gc_positive2.gml,positive,"Sydney, Australia",1,0.001712329,0,0.215180545
u_Gc_positive2.gml,positive,swelling,1,0.001712329,0,0.228392648
u_Gc_positive2.gml,positive,celebrities,2,0.003424658,0.003424658,0.205996473
u_Gc_positive2.gml,positive,social network,2,0.003424658,0.000232951,0.23797881
u_Gc_positive2.gml,positive,Jewish dietary laws,1,0.001712329,0,0.25840708
u_Gc_positive2.gml,positive,vaccine potency,2,0.003424658,0.001709392,0.158738788
u_Gc_positive2.gml,positive,presidential candidates,2,0.003424658,0.000228767,0.197363974
u_Gc_positive2.gml,positive,fear,1,0.001712329,0,0.239540607
u_Gc_positive2.gml,positive,reduction in mortality,2,0.003424658,0,0.22609369
u_Gc_positive2.gml,positive,World Health Organization,2,0.003424658,0.003403154,0.254355401
u_Gc_positive2.gml,positive,delaying Gardasil,2,0.003424658,0,0.269621422
u_Gc_positive2.gml,positive,autism risk,17,0.029109589,0.023055729,0.275601699
u_Gc_positive2.gml,positive,severe symptoms,1,0.001712329,0,0.206872122
u_Gc_positive2.gml,positive,children without autistic sibling,1,0.001712329,0,0.216136195
u_Gc_positive2.gml,positive,tax benefits,1,0.001712329,0,0.193955497
u_Gc_positive2.gml,positive,immune amnesia,3,0.005136986,0.003644798,0.230374753
u_Gc_positive2.gml,positive,Los Angeles,2,0.003424658,0,0.227680312
u_Gc_positive2.gml,positive,respiratory secretions,2,0.003424658,0,0.222222222
u_Gc_positive2.gml,positive,vaccine efficacy,2,0.003424658,0,0.216056234
u_Gc_positive2.gml,positive,public health,8,0.01369863,0.010631653,0.295247725
u_Gc_positive2.gml,positive,medical conditions,1,0.001712329,0,0.196765499
u_Gc_positive2.gml,positive,opponent of sanity-oriented legislation,2,0.003424658,0,0.192866579
u_Gc_positive2.gml,positive,children with neurodevelopmental issues,2,0.003424658,0.002193521,0.22992126
u_Gc_positive2.gml,positive,recommended vaccines,2,0.003424658,0.000358689,0.205489092
u_Gc_positive2.gml,positive,genetic predisposition,4,0.006849315,0.012545879,0.264253394
u_Gc_positive2.gml,positive,unethical,1,0.001712329,0,0.208496965
u_Gc_positive2.gml,positive,teens,5,0.008561644,0.003424658,0.228571429
u_Gc_positive2.gml,positive,random cases,1,0.001712329,0,0.22112836
u_Gc_positive2.gml,positive,imitation infection,2,0.003424658,0,0.240230358
u_Gc_positive2.gml,positive,NIH,4,0.006849315,0.01025635,0.195973154
u_Gc_positive2.gml,positive,meningococcal outbreak,6,0.010273973,0.010400959,0.256929169
u_Gc_positive2.gml,positive,orthodox Hasidic Jews,4,0.006849315,0.023881684,0.234443998
u_Gc_positive2.gml,positive,Federal Circuit,1,0.001712329,0,0.133516232
u_Gc_positive2.gml,positive,opportunistic infections,1,0.001712329,0,0.225656878
u_Gc_positive2.gml,positive,unvaccinated high-risk children,1,0.001712329,0,0.20013708
u_Gc_positive2.gml,positive,false concerns,1,0.001712329,0,0.178812002
u_Gc_positive2.gml,positive,at risk,3,0.005136986,0.002374265,0.246517518
u_Gc_positive2.gml,positive,gift from God,1,0.001712329,0,0.208273894
u_Gc_positive2.gml,positive,Afghanistan,1,0.001712329,0,0.166666667
u_Gc_positive2.gml,positive,medical law,1,0.001712329,0,0.25840708
u_Gc_positive2.gml,positive,Caribbean,1,0.001712329,0,0.171562867
u_Gc_positive2.gml,positive,free vaccine,1,0.001712329,0,0.218890555
u_Gc_positive2.gml,positive,testing,1,0.001712329,0,0.187299551
u_Gc_positive2.gml,positive,vaccine refusal,13,0.022260274,0.0175887,0.300257069
u_Gc_positive2.gml,positive,sex,1,0.001712329,0,0.215976331
u_Gc_positive2.gml,positive,backfire,1,0.001712329,0,0.198033232
u_Gc_positive2.gml,positive,Jehovah's Witnesses,3,0.005136986,0.001454498,0.290258449
u_Gc_positive2.gml,positive,arm,1,0.001712329,0,0.228392648
u_Gc_positive2.gml,positive,Senator Rand Paul,2,0.003424658,0.003424658,0.191852825
u_Gc_positive2.gml,positive,voluntary,1,0.001712329,0,0.236724767
u_Gc_positive2.gml,positive,William Moss,4,0.006849315,0.006948463,0.228125
u_Gc_positive2.gml,positive,vaccinated children and unvaccinated children,4,0.006849315,0.000361416,0.252813853
u_Gc_positive2.gml,positive,diarrhea deaths,1,0.001712329,0,0.225656878
u_Gc_positive2.gml,positive,free vaccine eligible,3,0.005136986,0.000164478,0.235864297
u_Gc_positive2.gml,positive,vaccines,63,0.107876712,0.217616063,0.348240906
u_Gc_positive2.gml,positive,herd immunity,14,0.023972603,0.022068865,0.29258517
u_Gc_positive2.gml,positive,behavioral research,2,0.003424658,0,0.270120259
u_Gc_positive2.gml,positive,public schools,1,0.001712329,0,0.176009644
u_Gc_positive2.gml,positive,unconscionable,1,0.001712329,0,0.196038939
