name,sentiment,node,degree,deg cent,bet cent,clo cent,eigen cent,central
u_Gc_positive2.gml,positive,Disneyland measles outbreak,7,0.011986301,0.004857824,0.275471698,0.2143,N
u_Gc_positive2.gml,positive,infectious disease,6,0.010273973,0.006640326,0.289826303,0.2123,N
u_Gc_positive2.gml,positive,public health,8,0.01369863,0.010631653,0.295247725,0.2087,N
u_Gc_positive2.gml,positive,vaccine-preventable diseases,8,0.01369863,0.017755401,0.289395441,0.2065,N
u_Gc_positive2.gml,positive,developmental disability,4,0.006849315,0.003193234,0.294058409,0.2018,N
u_Gc_positive2.gml,positive,childhood mortality,8,0.01369863,0.007852494,0.2704956,0.1981,N
u_Gc_positive2.gml,positive,Jews,5,0.008561644,0.002469867,0.290547264,0.1972,N
u_Gc_positive2.gml,positive,Gardasil,14,0.023972603,0.049610675,0.285574572,0.1905,N
u_Gc_positive2.gml,positive,MMR vaccine,24,0.04109589,0.023807178,0.279693487,0.1874,N
u_Gc_positive2.gml,positive,outbreaks,7,0.011986301,0.014708751,0.27443609,0.1869,N
u_Gc_positive2.gml,positive,polio,5,0.008561644,0.004990985,0.281989377,0.1852,N
u_Gc_positive2.gml,positive,autism risk,17,0.029109589,0.023055729,0.275601699,0.183077,N
u_Gc_positive2.gml,positive,United States,10,0.017123288,0.045394921,0.285295554,0.182,N
u_Gc_positive2.gml,positive,medical exemption,7,0.011986301,0.009401943,0.28063431,0.1807,N
u_Gc_positive2.gml,positive,Jehovah's Witnesses,3,0.005136986,0.001454498,0.290258449,0.1784,N
u_Gc_positive2.gml,positive,genital warts,9,0.015410959,0.016746691,0.275731822,0.1783,N
u_Gc_positive2.gml,positive,side effects,16,0.02739726,0.050973069,0.295845998,0.1755,N
u_Gc_positive2.gml,positive,religious exemption,9,0.015410959,0.007146023,0.269995377,0.1739,N
u_Gc_positive2.gml,positive,cervical dysplasia,10,0.017123288,0.017872302,0.273921201,0.1737,N
u_Gc_positive2.gml,positive,low vaccination rates,9,0.015410959,0.016635101,0.271123491,0.1721,N
u_Gc_positive2.gml,positive,health officials,5,0.008561644,0.013653292,0.285714286,0.1708,N
u_Gc_positive2.gml,positive,families,9,0.015410959,0.017131601,0.284739152,0.1697,N
u_Gc_positive2.gml,positive,vaccinated,8,0.01369863,0.024684075,0.280095923,0.1686,N
u_Gc_positive2.gml,positive,immunity,6,0.010273973,0.004142228,0.282535075,0.168,N
u_Gc_positive2.gml,positive,Jain study,16,0.02739726,0.04257124,0.274049742,0.1663,N
u_Gc_positive2.gml,positive,deaths,4,0.006849315,0.009314103,0.278493085,0.1624,N
u_Gc_positive2.gml,positive,measles outbreak,8,0.01369863,0.016027372,0.26691042,0.1622,N
u_Gc_positive2.gml,positive,cancer,7,0.011986301,0.00595537,0.281989377,0.1587,N
u_Gc_positive2.gml,positive,sexually active,7,0.011986301,0.010474273,0.27756654,0.1583,N
u_Gc_positive2.gml,positive,preventable disease,3,0.005136986,0.004042523,0.286555447,0.1561,N
u_Gc_positive2.gml,positive,fear of autism,5,0.008561644,0.00859846,0.276515152,0.1551,N
u_Gc_positive2.gml,positive,health care,4,0.006849315,0.006301159,0.287968442,0.1534,N
u_Gc_positive2.gml,positive,vaccine-free day care centres,7,0.011986301,0.016482977,0.286696122,0.1528,N
u_Gc_positive2.gml,positive,Tdap vaccine,9,0.015410959,0.026271339,0.287118977,0.1511,N
u_Gc_positive2.gml,positive,childhood disease,4,0.006849315,0.000415268,0.265213442,0.1449,N
u_Gc_positive2.gml,positive,unvaccinated children,11,0.018835616,0.010803066,0.27099768,0.1443,N
u_Gc_positive2.gml,positive,research,6,0.010273973,0.011470588,0.273921201,0.1426,N
u_Gc_positive2.gml,positive,driving factors,3,0.005136986,0.000122171,0.280364858,0.1411,N
u_Gc_positive2.gml,positive,vaccine requirements,7,0.011986301,0.003956158,0.272897196,0.1404,N
u_Gc_positive2.gml,positive,Eagle Mountain International Church,3,0.005136986,0.003625464,0.279559598,0.1392,N
u_Gc_positive2.gml,positive,sexually transmitted virus,4,0.006849315,0.007282199,0.28049952,0.1374,N
u_Gc_positive2.gml,positive,personal belief reasons,3,0.005136986,0.000310057,0.273024778,0.1362,N
u_Gc_positive2.gml,positive,religious beliefs,3,0.005136986,0.000310057,0.273024778,0.1362,N
u_Gc_positive2.gml,positive,childcare,3,0.005136986,0.001051089,0.275992439,0.1345,N
u_Gc_positive2.gml,positive,infection,10,0.017123288,0.007610362,0.277302944,0.1338,N
u_Gc_positive2.gml,positive,California,5,0.008561644,0.004873682,0.266788488,0.1336,N
u_Gc_positive2.gml,positive,infectious disease mortality,5,0.008561644,0.001335366,0.259325044,0.1296,N
u_Gc_positive2.gml,positive,measles resurgence,6,0.010273973,0.010185712,0.267521759,0.1286,N
u_Gc_positive2.gml,positive,Mina study,6,0.010273973,0.011128735,0.277302944,0.1286,N
u_Gc_positive2.gml,positive,immune system,8,0.01369863,0.006383258,0.27366448,0.1284,N
u_Gc_positive2.gml,positive,church,5,0.008561644,0.007133834,0.272897196,0.128211524,N
u_Gc_positive2.gml,positive,immune response,4,0.006849315,0.003982354,0.267032465,0.127599236,N
u_Gc_positive2.gml,positive,doctors,3,0.005136986,0.003750843,0.272261072,0.125970505,N
u_Gc_positive2.gml,positive,policy makers,7,0.011986301,0.005891161,0.263656885,0.124043627,N
u_Gc_positive2.gml,positive,health benefits,9,0.015410959,0.016859589,0.261766024,0.123126943,N
u_Gc_positive2.gml,positive,compromise,2,0.003424658,0,0.275862069,0.121579016,N
u_Gc_positive2.gml,positive,uninformed,2,0.003424658,0,0.275862069,0.121579016,N
u_Gc_positive2.gml,positive,Dutch reformed churches,5,0.008561644,0.007416234,0.26294462,0.11904055,N
u_Gc_positive2.gml,positive,states,13,0.022260274,0.018866822,0.263895165,0.11867033,N
u_Gc_positive2.gml,positive,fence-sitters,4,0.006849315,0.015500994,0.277434679,0.118639906,N
u_Gc_positive2.gml,positive,vaccine hesitancy,4,0.006849315,0.005551473,0.271249419,0.118554388,N
u_Gc_positive2.gml,positive,vaccination rate,8,0.01369863,0.011087792,0.270871985,0.118514494,N
u_Gc_positive2.gml,positive,people,4,0.006849315,0.005818457,0.265454545,0.116872289,N
u_Gc_positive2.gml,positive,parents of autistic children,6,0.010273973,0.005560107,0.265938069,0.115000423,N
u_Gc_positive2.gml,positive,unvaccinated-friendly day care centres,4,0.006849315,0.005960692,0.274049742,0.114722964,N
u_Gc_positive2.gml,positive,interventions,3,0.005136986,0.001708122,0.262589928,0.114049693,N
u_Gc_positive2.gml,positive,science,2,0.003424658,0.001855232,0.276384288,0.113991381,N
u_Gc_positive2.gml,positive,Dr. Adams,4,0.006849315,0.005184217,0.272897196,0.113735427,N
u_Gc_positive2.gml,positive,immunosuppression,4,0.006849315,0.000365573,0.266059226,0.111832016,N
u_Gc_positive2.gml,positive,state-level policies,3,0.005136986,0.000118922,0.25413403,0.108937666,N
u_Gc_positive2.gml,positive,whooping cough,5,0.008561644,0.005383868,0.254023488,0.108641595,N
u_Gc_positive2.gml,positive,scientists,4,0.006849315,0.004026037,0.263063063,0.108545903,N
u_Gc_positive2.gml,positive,children at higher risk for autism,10,0.017123288,0.006824244,0.267521759,0.108049221,N
u_Gc_positive2.gml,positive,vaccinated children,9,0.015410959,0.007195988,0.267644363,0.106887822,N
u_Gc_positive2.gml,positive,recommended vaccine schedule,2,0.003424658,0,0.269621422,0.106793368,N
u_Gc_positive2.gml,positive,eliminated virus,5,0.008561644,0.010002721,0.264492754,0.105264554,N
u_Gc_positive2.gml,positive,behavioral research,2,0.003424658,0,0.270120259,0.105196216,N
u_Gc_positive2.gml,positive,distrust of medical establishment,2,0.003424658,0,0.270120259,0.105196216,N
u_Gc_positive2.gml,positive,daughters,3,0.005136986,0,0.269621422,0.10350093,N
u_Gc_positive2.gml,positive,delaying Gardasil,2,0.003424658,0,0.269621422,0.10350093,N
u_Gc_positive2.gml,positive,evidence,6,0.010273973,0.007765305,0.278095238,0.102263193,N
u_Gc_positive2.gml,positive,minor symptoms,5,0.008561644,0.013011136,0.266059226,0.10074182,N
u_Gc_positive2.gml,positive,Catholics,2,0.003424658,0,0.260249554,0.10027678,N
u_Gc_positive2.gml,positive,Muslims,2,0.003424658,0,0.260249554,0.10027678,N
u_Gc_positive2.gml,positive,Washington State public-private pilot program,2,0.003424658,0.001222204,0.27037037,0.100060057,N
u_Gc_positive2.gml,positive,protective effect of vaccines,9,0.015410959,0.012895912,0.263419035,0.099255337,N
u_Gc_positive2.gml,positive,meningococcal outbreak,6,0.010273973,0.010400959,0.256929169,0.099119038,N
u_Gc_positive2.gml,positive,parental rights,2,0.003424658,0.001051091,0.269995377,0.09729288,N
u_Gc_positive2.gml,positive,gelatin,2,0.003424658,0,0.263181613,0.096739447,N
u_Gc_positive2.gml,positive,pig,2,0.003424658,0,0.263181613,0.096739447,N
u_Gc_positive2.gml,positive,immune protection,3,0.005136986,0.005402969,0.264492754,0.096541151,N
u_Gc_positive2.gml,positive,genetic predisposition,4,0.006849315,0.012545879,0.264253394,0.096259775,N
u_Gc_positive2.gml,positive,spread of infectious diseases,4,0.006849315,0.001094831,0.261766024,0.09457438,N
u_Gc_positive2.gml,positive,studies,13,0.022260274,0.025942397,0.25659051,0.094413594,N
u_Gc_positive2.gml,positive,friends,1,0.001712329,0,0.269497,0.093594502,N
u_Gc_positive2.gml,positive,legitimate reasons,2,0.003424658,0,0.269497,0.093594502,N
u_Gc_positive2.gml,positive,peers,1,0.001712329,0,0.269497,0.093594502,N
u_Gc_positive2.gml,positive,potential risks,1,0.001712329,0,0.269497,0.093594502,N
u_Gc_positive2.gml,positive,scheduled appointment,1,0.001712329,0,0.269497,0.093594502,N
u_Gc_positive2.gml,positive,sense of urgency,1,0.001712329,0,0.269497,0.093594502,N
u_Gc_positive2.gml,positive,vaccine success,1,0.001712329,0,0.269497,0.093594502,N
u_Gc_positive2.gml,positive,worried,1,0.001712329,0,0.269497,0.093594502,N
u_Gc_positive2.gml,positive,JAMA study,6,0.010273973,0.009609706,0.26715462,0.093439862,N
u_Gc_positive2.gml,positive,rubella elimination,4,0.006849315,0.004371241,0.261414503,0.092754397,N
u_Gc_positive2.gml,positive,children with cancer,2,0.003424658,0,0.241721854,0.091268382,N
u_Gc_positive2.gml,positive,children with immunosuppressive diseases,2,0.003424658,0,0.241721854,0.091268382,N
u_Gc_positive2.gml,positive,rubella,13,0.022260274,0.02999394,0.260714286,0.090512052,N
u_Gc_positive2.gml,positive,risk of fainting,2,0.003424658,0.001596917,0.261648746,0.089348629,N
u_Gc_positive2.gml,positive,safe,2,0.003424658,0.001596917,0.261648746,0.089348629,N
u_Gc_positive2.gml,positive,threat,2,0.003424658,0,0.253582284,0.088988392,N
u_Gc_positive2.gml,positive,meningococcal vaccine,16,0.02739726,0.02330655,0.253582284,0.088552898,N
u_Gc_positive2.gml,positive,parental responsibility,2,0.003424658,0.000226557,0.267399267,0.087596018,N
u_Gc_positive2.gml,positive,cervical cancer,7,0.011986301,0.010703876,0.244863732,0.087528492,N
u_Gc_positive2.gml,positive,Robert F. Kennedy Jr.,2,0.003424658,0.009371641,0.262353998,0.082888489,N
u_Gc_positive2.gml,positive,vaccine alternatives,3,0.005136986,0.010250476,0.259094942,0.08214202,N
u_Gc_positive2.gml,positive,responsibility,2,0.003424658,0.000363175,0.25413403,0.081894138,N
u_Gc_positive2.gml,positive,girls,7,0.011986301,0.010669836,0.237398374,0.081700742,N
u_Gc_positive2.gml,positive,California Coalition for Health Choice,3,0.005136986,0.003424658,0.264253394,0.080742836,N
u_Gc_positive2.gml,positive,hypotheses,4,0.006849315,0.00795273,0.25852147,0.080641346,N
u_Gc_positive2.gml,positive,anti-vaccine eugenics community,2,0.003424658,0,0.252923343,0.079795769,N
u_Gc_positive2.gml,positive,Disneyland,2,0.003424658,0,0.252923343,0.079795769,N
u_Gc_positive2.gml,positive,choice,1,0.001712329,0,0.25840708,0.078077708,N
u_Gc_positive2.gml,positive,efficacious,1,0.001712329,0,0.25840708,0.078077708,N
u_Gc_positive2.gml,positive,funds,1,0.001712329,0,0.25840708,0.078077708,N
u_Gc_positive2.gml,positive,Hinduism,2,0.003424658,0,0.25840708,0.078077708,N
u_Gc_positive2.gml,positive,Jewish dietary laws,1,0.001712329,0,0.25840708,0.078077708,N
u_Gc_positive2.gml,positive,link,1,0.001712329,0,0.25840708,0.078077708,N
u_Gc_positive2.gml,positive,medical advancement,1,0.001712329,0,0.25840708,0.078077708,N
u_Gc_positive2.gml,positive,medical law,1,0.001712329,0,0.25840708,0.078077708,N
u_Gc_positive2.gml,positive,neurological problems,1,0.001712329,0,0.25840708,0.078077708,N
u_Gc_positive2.gml,positive,population health,1,0.001712329,0,0.25840708,0.078077708,N
u_Gc_positive2.gml,positive,risk of cervical dysplasia,1,0.001712329,0,0.25840708,0.078077708,N
u_Gc_positive2.gml,positive,risk of infection,1,0.001712329,0,0.25840708,0.078077708,N
u_Gc_positive2.gml,positive,saved lives,1,0.001712329,0,0.25840708,0.078077708,N
u_Gc_positive2.gml,positive,vaccinated individuals,1,0.001712329,0,0.25840708,0.078077708,N
u_Gc_positive2.gml,positive,written down,1,0.001712329,0,0.25840708,0.078077708,N
u_Gc_positive2.gml,positive,brain damage,2,0.003424658,0.004536161,0.257609175,0.077554362,N
u_Gc_positive2.gml,positive,infants,8,0.01369863,0.012468767,0.25413403,0.076341522,N
u_Gc_positive2.gml,positive,medical issue,2,0.003424658,0.000420953,0.246413502,0.075873301,N
u_Gc_positive2.gml,positive,withholding vaccines,4,0.006849315,0.004072176,0.263300271,0.075444231,N
u_Gc_positive2.gml,positive,vaccination schedule,3,0.005136986,0.001337678,0.26013363,0.075402975,N
u_Gc_positive2.gml,positive,World Health Organization,2,0.003424658,0.003403154,0.254355401,0.075209583,N
u_Gc_positive2.gml,positive,argument,2,0.003424658,0,0.257155438,0.074663642,N
u_Gc_positive2.gml,positive,boys,4,0.006849315,0.000864039,0.233880657,0.074347369,N
u_Gc_positive2.gml,positive,vaccine message,5,0.008561644,0.006936031,0.246830093,0.072596525,N
u_Gc_positive2.gml,positive,bad news,1,0.001712329,0,0.252813853,0.07166909,N
u_Gc_positive2.gml,positive,Dutch Bible belt,1,0.001712329,0,0.252813853,0.07166909,N
u_Gc_positive2.gml,positive,ear infections,1,0.001712329,0,0.252813853,0.07166909,N
u_Gc_positive2.gml,positive,immune memory cells,1,0.001712329,0,0.252813853,0.07166909,N
u_Gc_positive2.gml,positive,measles experience,1,0.001712329,0,0.252813853,0.07166909,N
u_Gc_positive2.gml,positive,models of disease,1,0.001712329,0,0.252813853,0.07166909,N
u_Gc_positive2.gml,positive,Netherlands Reformed Congregation,2,0.003424658,0,0.252813853,0.07166909,N
u_Gc_positive2.gml,positive,Orthodox Jewish communities,1,0.001712329,0,0.252813853,0.07166909,N
u_Gc_positive2.gml,positive,pneumonia,1,0.001712329,0,0.252813853,0.07166909,N
u_Gc_positive2.gml,positive,Prabhupada Village,1,0.001712329,0,0.252813853,0.07166909,N
u_Gc_positive2.gml,positive,seizures,1,0.001712329,0,0.252813853,0.07166909,N
u_Gc_positive2.gml,positive,victims,1,0.001712329,0,0.252813853,0.07166909,N
u_Gc_positive2.gml,positive,National Infant Immunization Week,2,0.003424658,0.000897241,0.241422075,0.071106197,N
u_Gc_positive2.gml,positive,kindergarten,2,0.003424658,0,0.244761106,0.069627844,N
u_Gc_positive2.gml,positive,harmful association,3,0.005136986,0.000546419,0.253913043,0.069154728,N
u_Gc_positive2.gml,positive,birth defects,4,0.006849315,0.007922792,0.264373019,0.069111545,N
u_Gc_positive2.gml,positive,social network,2,0.003424658,0.000232951,0.23797881,0.067638172,N
u_Gc_positive2.gml,positive,HPV infection,3,0.005136986,7.34E-06,0.233506597,0.066530387,N
u_Gc_positive2.gml,positive,HPV,7,0.011986301,0.007314452,0.236341562,0.065531907,N
u_Gc_positive2.gml,positive,mental disorders,2,0.003424658,0.006837567,0.237109216,0.064084103,N
u_Gc_positive2.gml,positive,Islamic principles,2,0.003424658,0.003424658,0.236916836,0.063727639,N
u_Gc_positive2.gml,positive,at risk,3,0.005136986,0.002374265,0.246517518,0.06319068,N
u_Gc_positive2.gml,positive,Wakefield study,9,0.015410959,0.030712331,0.243333333,0.062739274,N
u_Gc_positive2.gml,positive,teen girls,3,0.005136986,0.000118832,0.240824742,0.062132603,N
u_Gc_positive2.gml,positive,Hilary Clinton,1,0.001712329,0,0.236724767,0.062013713,N
u_Gc_positive2.gml,positive,hospitalizations,2,0.003424658,0,0.236724767,0.062013713,N
u_Gc_positive2.gml,positive,infant disability,1,0.001712329,0,0.236724767,0.062013713,N
u_Gc_positive2.gml,positive,infant mortality,1,0.001712329,0,0.236724767,0.062013713,N
u_Gc_positive2.gml,positive,no brainer,1,0.001712329,0,0.236724767,0.062013713,N
u_Gc_positive2.gml,positive,protect the kid next to you,1,0.001712329,0,0.236724767,0.062013713,N
u_Gc_positive2.gml,positive,risk,1,0.001712329,0,0.236724767,0.062013713,N
u_Gc_positive2.gml,positive,sibling,1,0.001712329,0,0.236724767,0.062013713,N
u_Gc_positive2.gml,positive,social norms,1,0.001712329,0,0.236724767,0.062013713,N
u_Gc_positive2.gml,positive,state-level policy,1,0.001712329,0,0.236724767,0.062013713,N
u_Gc_positive2.gml,positive,voluntary,1,0.001712329,0,0.236724767,0.062013713,N
u_Gc_positive2.gml,positive,financial forces,4,0.006849315,0.00748559,0.243739566,0.060228572,N
u_Gc_positive2.gml,positive,Amish,3,0.005136986,0.001786386,0.245481295,0.060104525,N
u_Gc_positive2.gml,positive,vaccine safety,4,0.006849315,0.010243123,0.261883408,0.059810147,N
u_Gc_positive2.gml,positive,vaccinated high-risk children,3,0.005136986,0.003846673,0.250107066,0.059383182,N
u_Gc_positive2.gml,positive,vaccine mandates,7,0.011986301,0.014015434,0.246830093,0.058710619,N
u_Gc_positive2.gml,positive,vaccination coverage,6,0.010273973,0.010849402,0.2396389,0.058677557,N
u_Gc_positive2.gml,positive,children with autistic sibling,5,0.008561644,0.000361416,0.252813853,0.058412101,N
u_Gc_positive2.gml,positive,vaccinated children and unvaccinated children,4,0.006849315,0.000361416,0.252813853,0.058412101,N
u_Gc_positive2.gml,positive,Governor Jerry Brown,2,0.003424658,0,0.249040512,0.057689197,N
u_Gc_positive2.gml,positive,religious doctrine,3,0.005136986,0.003424658,0.248404934,0.057508792,N
u_Gc_positive2.gml,positive,philosophical exemption,2,0.003424658,0,0.236724767,0.057468909,N
u_Gc_positive2.gml,positive,Age of Autism,2,0.003424658,0,0.245998315,0.057329203,N
u_Gc_positive2.gml,positive,free vaccine eligible,3,0.005136986,0.000164478,0.235864297,0.056734831,N
u_Gc_positive2.gml,positive,pro-vaccination,4,0.006849315,0.003554661,0.24506924,0.056715483,N
u_Gc_positive2.gml,positive,money,5,0.008561644,0.011757718,0.241521919,0.055950958,N
u_Gc_positive2.gml,positive,developing countries,4,0.006849315,0.000899378,0.233974359,0.055315207,N
u_Gc_positive2.gml,positive,we,3,0.005136986,0.003715952,0.255803767,0.055274757,N
u_Gc_positive2.gml,positive,Mississippi,3,0.005136986,0.000400871,0.24212272,0.054241164,N
u_Gc_positive2.gml,positive,West Virginia,3,0.005136986,0.000400871,0.24212272,0.054241164,N
u_Gc_positive2.gml,positive,misguided claims,5,0.008561644,0.010323946,0.242022379,0.053869629,N
u_Gc_positive2.gml,positive,Muslim fundamentalists,4,0.006849315,0.026420578,0.246934461,0.052539154,N
u_Gc_positive2.gml,positive,early education,1,0.001712329,0,0.254688181,0.050284258,N
u_Gc_positive2.gml,positive,cluster,5,0.008561644,0.000704222,0.247248095,0.049637015,N
u_Gc_positive2.gml,positive,antibiotics,3,0.005136986,0.001388134,0.23797881,0.048263187,N
u_Gc_positive2.gml,positive,nausea,2,0.003424658,0.001684838,0.245172124,0.047491297,N
u_Gc_positive2.gml,positive,high-risk types of HPV,5,0.008561644,0.003696336,0.234726688,0.046799042,N
u_Gc_positive2.gml,positive,anti-vaxxer,5,0.008561644,0.013657511,0.238757155,0.046602658,N
u_Gc_positive2.gml,positive,ages 11 or 12,3,0.005136986,0.003958756,0.229379419,0.046396825,N
u_Gc_positive2.gml,positive,activism,2,0.003424658,0,0.2396389,0.045581993,N
u_Gc_positive2.gml,positive,women previously exposed to HPV,5,0.008561644,2.64E-05,0.216456635,0.045484051,N
u_Gc_positive2.gml,positive,parents who refuse to vaccinate their children,10,0.017123288,0.0276474,0.240527183,0.04541046,N
u_Gc_positive2.gml,positive,environmental factors,5,0.008561644,0.020424587,0.243029546,0.045189665,N
u_Gc_positive2.gml,positive,mystery,4,0.006849315,0.003526401,0.235483871,0.045033828,N
u_Gc_positive2.gml,positive,Neisseria meningitidis bacteria,3,0.005136986,0.000680657,0.225569718,0.045025826,N
u_Gc_positive2.gml,positive,William Moss,4,0.006849315,0.006948463,0.228125,0.044290944,N
u_Gc_positive2.gml,positive,physicians,4,0.006849315,0.003217464,0.231562252,0.044145835,N
u_Gc_positive2.gml,positive,new version of Gardasil,3,0.005136986,0.002408795,0.243841336,0.043558619,N
u_Gc_positive2.gml,positive,controversial bill,3,0.005136986,0.006843441,0.240527183,0.043359658,N
u_Gc_positive2.gml,positive,adults,2,0.003424658,0.006580321,0.245378151,0.043104041,N
u_Gc_positive2.gml,positive,new strategies,2,0.003424658,0.000209424,0.234443998,0.042380602,N
u_Gc_positive2.gml,positive,long-term disabilities,5,0.008561644,0.010519201,0.229469548,0.041905338,N
u_Gc_positive2.gml,positive,republicans,2,0.003424658,0.003424658,0.240329218,0.04169953,N
u_Gc_positive2.gml,positive,teens,5,0.008561644,0.003424658,0.228571429,0.041609315,N
u_Gc_positive2.gml,positive,multi-site protection,7,0.011986301,0.01025635,0.216536893,0.04127354,N
u_Gc_positive2.gml,positive,American Medical Association,5,0.008561644,0.001072684,0.236150425,0.041255394,N
u_Gc_positive2.gml,positive,imitation infection,2,0.003424658,0,0.240230358,0.040481051,N
u_Gc_positive2.gml,positive,California Senate,1,0.001712329,0,0.240131579,0.040143449,N
u_Gc_positive2.gml,positive,law,1,0.001712329,0,0.240131579,0.040143449,N
u_Gc_positive2.gml,positive,party lines,1,0.001712329,0,0.240131579,0.040143449,N
u_Gc_positive2.gml,positive,danger,2,0.003424658,0.007191843,0.245584525,0.039314855,N
u_Gc_positive2.gml,positive,challenge,1,0.001712329,0,0.241821946,0.039077178,N
u_Gc_positive2.gml,positive,genes,1,0.001712329,0,0.241821946,0.039077178,N
u_Gc_positive2.gml,positive,genetic component,1,0.001712329,0,0.241821946,0.039077178,N
u_Gc_positive2.gml,positive,severity,1,0.001712329,0,0.241821946,0.039077178,N
u_Gc_positive2.gml,positive,world,2,0.003424658,0.000992545,0.241222635,0.039075901,N
u_Gc_positive2.gml,positive,unvaccinated clusters,2,0.003424658,0.000137484,0.232299125,0.038875888,N
u_Gc_positive2.gml,positive,consequences,1,0.001712329,0,0.23797881,0.038749969,N
u_Gc_positive2.gml,positive,time,1,0.001712329,0,0.23797881,0.038749969,N
u_Gc_positive2.gml,positive,Vaccine Free Family Day Care,1,0.001712329,0,0.23797881,0.038749969,N
u_Gc_positive2.gml,positive,pregnant women,5,0.008561644,0.003626285,0.239934265,0.03831243,N
u_Gc_positive2.gml,positive,formal advice,1,0.001712329,0,0.243637881,0.038263067,N
u_Gc_positive2.gml,positive,members,1,0.001712329,0,0.243637881,0.038263067,N
u_Gc_positive2.gml,positive,HPV vaccine recommendations,3,0.005136986,0.003424658,0.221463785,0.037635338,N
u_Gc_positive2.gml,positive,orthodox Hasidic Jews,4,0.006849315,0.023881684,0.234443998,0.037450928,N
u_Gc_positive2.gml,positive,health professionals,1,0.001712329,0,0.244045132,0.03731176,N
u_Gc_positive2.gml,positive,close contacts,4,0.006849315,0.003958381,0.242022379,0.036644154,N
u_Gc_positive2.gml,positive,vaccinated girls,2,0.003424658,7.34E-06,0.217261905,0.03653301,N
u_Gc_positive2.gml,positive,partial protection,2,0.003424658,0,0.216056234,0.036072674,N
u_Gc_positive2.gml,positive,vaccine efficacy,2,0.003424658,0,0.216056234,0.036072674,N
u_Gc_positive2.gml,positive,children with family history of autism,1,0.001712329,0,0.239540607,0.035913674,N
u_Gc_positive2.gml,positive,exist,1,0.001712329,0,0.239540607,0.035913674,N
u_Gc_positive2.gml,positive,fear,1,0.001712329,0,0.239540607,0.035913674,N
u_Gc_positive2.gml,positive,scientific paper,1,0.001712329,0,0.239540607,0.035913674,N
u_Gc_positive2.gml,positive,overseas,3,0.005136986,0.001081712,0.228303362,0.034924407,N
u_Gc_positive2.gml,positive,respiratory secretions,2,0.003424658,0,0.222222222,0.034355498,N
u_Gc_positive2.gml,positive,reduction in mortality,2,0.003424658,0,0.22609369,0.034338591,N
u_Gc_positive2.gml,positive,Los Angeles,2,0.003424658,0,0.227680312,0.033718874,N
u_Gc_positive2.gml,positive,wealthy regions,2,0.003424658,0,0.227680312,0.033718874,N
u_Gc_positive2.gml,positive,reduction in child mortality,2,0.003424658,0,0.2258314,0.033555051,N
u_Gc_positive2.gml,positive,young adults,4,0.006849315,0.00513139,0.225569718,0.033482065,N
u_Gc_positive2.gml,positive,decrease in exemption rates,5,0.008561644,0.010309704,0.234161989,0.033332519,N
u_Gc_positive2.gml,positive,state legislatures,2,0.003424658,0,0.233974359,0.033273058,N
u_Gc_positive2.gml,positive,right to personal exemptions,3,0.005136986,0.005357718,0.229199372,0.033142314,N
