,name,sentiment,node,degree,degree centrality,betweenness centrality,closeness centrality
29,article647.gml,neutral,cognitive disorders,2,0.0377358490566,0.0,0.0
30,article647.gml,neutral,discredited,1,0.0188679245283,0.0,0.0
31,article647.gml,neutral,immune disorders,2,0.0377358490566,0.0,0.0
32,article647.gml,neutral,inclusion of out-of-hospital diagnoses,1,0.0188679245283,0.0,0.0
33,article647.gml,neutral,inflammatory disorders,2,0.0377358490566,0.0,0.0
34,article647.gml,neutral,link between aluminum in vaccines and neurological disorders,2,0.0377358490566,0.0,0.0
35,article647.gml,neutral,measles vaccination is safe,1,0.0188679245283,0.0,0.0
36,article647.gml,neutral,medical license,1,0.0188679245283,0.0,0.0
37,article647.gml,neutral,medical science,3,0.0566037735849,0.0,0.0566037735849
38,article647.gml,neutral,neurological disorders,1,0.0188679245283,0.0,0.0
39,article647.gml,neutral,nonprofit organizations,1,0.0188679245283,0.0,0.0
40,article647.gml,neutral,politicians,1,0.0188679245283,0.0,0.0188679245283
41,article647.gml,neutral,president,2,0.0377358490566,0.0,0.0
42,article647.gml,neutral,rubella vaccination is safe,1,0.0188679245283,0.0,0.0
43,article647.gml,neutral,significantly increased,3,0.0566037735849,0.0,0.0
44,article647.gml,neutral,vaccine choice,1,0.0188679245283,0.0,0.0
45,article647.gml,neutral,vaccine concerns,1,0.0188679245283,0.0,0.0
46,article647.gml,neutral,vaccine debate,3,0.0566037735849,0.0,0.0566037735849
47,article647.gml,neutral,vaccine risks,1,0.0188679245283,0.0,0.0188679245283
48,article647.gml,neutral,vaccine-preventable diseases,1,0.0188679245283,0.0,0.0
49,article647.gml,neutral,vaccines,4,0.0754716981132,0.0,0.0754716981132
50,article647.gml,neutral,vaccines cause childhood illnesses,1,0.0188679245283,0.0,0.0
51,article647.gml,neutral,vaccines should be voluntary,1,0.0188679245283,0.0,0.0
52,article647.gml,neutral,wealthy family foundations,1,0.0188679245283,0.0,0.0
53,article647.gml,neutral,whooping cough vaccination is safe,1,0.0188679245283,0.0,0.0
0,article756.gml,neutral,anti-vaccine voices,3,0.075,0.0,0.075
1,article756.gml,neutral,miracles,1,0.025,0.0,0.0
2,article756.gml,neutral,measles outbreak,1,0.025,0.0,0.0694444444444
3,article756.gml,neutral,people,1,0.025,0.0,0.025
4,article756.gml,neutral,effective,1,0.025,0.0,0.0
5,article756.gml,neutral,vaccine debate,1,0.025,0.0,0.0571428571429
6,article756.gml,neutral,celebrities,1,0.025,0.0,0.0
7,article756.gml,neutral,anti-vaccine movement,7,0.175,0.00608974358974,0.1
8,article756.gml,neutral,Wakefield study,1,0.025,0.0,0.0
9,article756.gml,neutral,Renee Gentry,1,0.025,0.0,0.025
10,article756.gml,neutral,lawyer,1,0.025,0.0,0.0
11,article756.gml,neutral,Vaccine Injured Petitioners Bar Association,1,0.025,0.0,0.0
12,article756.gml,neutral,vaccines,10,0.25,0.00512820512821,0.2
13,article756.gml,neutral,medical belief,1,0.025,0.0,0.0
14,article756.gml,neutral,crazy people,2,0.05,0.0,0.0
15,article756.gml,neutral,pharmaceuticals,2,0.05,0.0,0.0
16,article756.gml,neutral,for-profit,1,0.025,0.0,0.0
17,article756.gml,neutral,vaccine risks,2,0.05,0.0,0.0
18,article756.gml,neutral,Pez dispensers,1,0.025,0.0,0.0
19,article756.gml,neutral,friends and family,1,0.025,0.0,0.0
20,article756.gml,neutral,in between,1,0.025,0.0,0.0
21,article756.gml,neutral,vaccine-injured children,3,0.075,0.0,0.0
22,article756.gml,neutral,side of right and good,1,0.025,0.0,0.0
23,article756.gml,neutral,anti-vaxx movement,1,0.025,0.0,0.0694444444444
24,article756.gml,neutral,vaccine allergy,1,0.025,0.0,0.0
25,article756.gml,neutral,magic,1,0.025,0.0,0.0
26,article756.gml,neutral,man-made,1,0.025,0.0,0.0
27,article756.gml,neutral,misrepresentation,1,0.025,0.0,0.0
28,article756.gml,neutral,parents with vaccine-injured children,4,0.1,0.0,0.106666666667
29,article756.gml,neutral,negative perception,3,0.075,0.0,0.0666666666667
30,article756.gml,neutral,necessary,1,0.025,0.0,0.0
31,article756.gml,neutral,the sake of being anti-vaccine,1,0.025,0.0,0.0
32,article756.gml,neutral,Drew Downing,1,0.025,0.0,0.025
33,article756.gml,neutral,Jenny McCarthy,2,0.05,0.0,0.0
34,article756.gml,neutral,polarized area,4,0.1,0.00192307692308,0.075
35,article756.gml,neutral,anti-vaxxers,3,0.075,0.0025641025641,0.078125
36,article756.gml,neutral,anti-vaccine,4,0.1,0.00384615384615,0.075
37,article756.gml,neutral,anti-vaccine label,2,0.05,0.0,0.05
38,article756.gml,neutral,side effects,1,0.025,0.0,0.119117647059
39,article756.gml,neutral,government mandate,1,0.025,0.0,0.0
40,article756.gml,neutral,open conversations,3,0.075,0.000320512820513,0.025
