name,sentiment,node,degree,degree centrality,betweenness centrality,closeness centrality
positive_all.gml,positive,Disneyland,2,0.00211193241816,0.0,0.0
positive_all.gml,positive,Disneyland measles outbreak,3,0.00316789862724,0.0,0.00422386483633
positive_all.gml,positive,Disneyland oubreak,1,0.00105596620908,0.0,0.0588338991334
positive_all.gml,positive,Disneyland outbreak,4,0.00422386483633,0.000357197871994,0.0595106988497
positive_all.gml,positive,Dr. Adams,4,0.00422386483633,0.0,0.0787612615511
positive_all.gml,positive,Dr. Bill Adams,2,0.00211193241816,1.11624334998e-06,0.00105596620908
positive_all.gml,positive,Dr. Bryan King,3,0.00316789862724,0.0,0.00316789862724
positive_all.gml,positive,Dr. Mark Schleiss,3,0.00316789862724,0.0,0.00450545582541
positive_all.gml,positive,Dr. Paul Offit,3,0.00316789862724,0.0,0.00316789862724
positive_all.gml,positive,Dutch Bible belt,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,Dutch Reformed Churches,1,0.00105596620908,0.0,0.00345588941154
positive_all.gml,positive,Dutch reformed churches,4,0.00422386483633,0.000452078556742,0.00237592397043
positive_all.gml,positive,Eagle Mountain International Church,3,0.00316789862724,0.00223639355169,0.0381976200088
positive_all.gml,positive,Early Childhood Australia,3,0.00316789862724,0.000164087772447,0.00105596620908
positive_all.gml,positive,Early Childhood Australia's chief executive,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,End Time Ministries,2,0.00211193241816,0.0,0.00105596620908
positive_all.gml,positive,Faith Assembly,2,0.00211193241816,0.0,0.00105596620908
positive_all.gml,positive,Faith Tabernacle,2,0.00211193241816,0.0,0.00105596620908
positive_all.gml,positive,Families,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,Federal Circuit,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,First Century Gospel Church,2,0.00211193241816,0.0,0.00105596620908
positive_all.gml,positive,GSK flu vaccine recall,1,0.00105596620908,0.0,0.00140795494544
positive_all.gml,positive,Gardasil,12,0.012671594509,0.000808160185386,0.0149517339339
positive_all.gml,positive,Gardasil 4,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,Gardasil 9,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,Gardasil vaccine,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,German measles,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,GlaxoSmithKline,2,0.00211193241816,0.0,0.00380147835269
positive_all.gml,positive,Governor Jerry Brown,2,0.00211193241816,0.0,0.0440413517387
positive_all.gml,positive,HPV,3,0.00316789862724,0.0,0.0
positive_all.gml,positive,HPV Vaccine Trial in Costa Rica,4,0.00422386483633,0.0,0.00608437672852
positive_all.gml,positive,HPV infection,2,0.00211193241816,0.0,0.0
positive_all.gml,positive,HPV strains,3,0.00316789862724,0.0,0.0
positive_all.gml,positive,HPV vaccination rates,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,HPV vaccine,27,0.0285110876452,0.00586206357676,0.026818189437
positive_all.gml,positive,HPV vaccine benefits,3,0.00316789862724,0.0,0.00316789862724
positive_all.gml,positive,HPV vaccine recommendations,3,0.00316789862724,2.23248669996e-06,0.00211193241816
positive_all.gml,positive,Healthcare professionals,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,Hib disease,2,0.00211193241816,0.0,0.00211193241816
positive_all.gml,positive,Hilary Clinton,1,0.00105596620908,0.0,0.0562907363875
positive_all.gml,positive,Hinduism,2,0.00211193241816,0.0,0.0591270913218
positive_all.gml,positive,Hollywood celebrities,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,Immunization programs,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,India,1,0.00105596620908,0.0,0.038550009721
positive_all.gml,positive,Infants,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,Infants and young children,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,Institute of Medicine,2,0.00211193241816,0.0,0.00211193241816
positive_all.gml,positive,Islamic principles,2,0.00211193241816,0.0,0.0
positive_all.gml,positive,JAMA paper,2,0.00211193241816,0.0,0.00812281699293
positive_all.gml,positive,JAMA study,4,0.00422386483633,0.0,0.00422386483633
positive_all.gml,positive,Jain study,16,0.0168954593453,0.00111066213323,0.0546613504678
positive_all.gml,positive,Jehovah's Witnesses,3,0.00316789862724,0.00114519126086,0.0693548943689
positive_all.gml,positive,Jehovah's witnesses,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,Jewish dietary laws,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,Jews,5,0.00527983104541,0.00119430596826,0.0694456730264
positive_all.gml,positive,Jill Hennessy,2,0.00211193241816,0.000162971529097,0.00105596620908
positive_all.gml,positive,Johns Hopkins University,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,Journal of the American Medical Association,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,Libya,2,0.00211193241816,0.0,0.0488914559327
positive_all.gml,positive,Los Angeles,2,0.00211193241816,0.0,0.00491430428072
positive_all.gml,positive,Los Angeles County,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,MMR shots,2,0.00211193241816,0.0,0.0
positive_all.gml,positive,MMR vaccine,17,0.0179514255544,0.00246830639626,0.0156253461428
positive_all.gml,positive,MMR vaccine and ASD,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,MMR vaccine and autism,2,0.00211193241816,0.0,0.00237592397043
positive_all.gml,positive,MMR vaccine and autism link,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,MMR vaccine does not cause autism,3,0.00316789862724,0.0,0.0
positive_all.gml,positive,MMR vaccine doesn't trigger autism,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,MMR vaccine is safe,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,MMR vaccine safety,2,0.00211193241816,0.0,0.0
positive_all.gml,positive,MMR vaccine-ASD link,2,0.00211193241816,3.34873004994e-06,0.00190073917635
positive_all.gml,positive,MMR vaccine-autism link,16,0.0168954593453,0.00192360621869,0.00984433014273
positive_all.gml,positive,MMR vaccines,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,Merck,1,0.00105596620908,0.0,0.00660956627166
positive_all.gml,positive,Michael Mina,2,0.00211193241816,0.0,0.00211193241816
positive_all.gml,positive,Mina study,5,0.00527983104541,0.000343802951794,0.0756647655407
positive_all.gml,positive,Mina team,2,0.00211193241816,0.0,0.00211193241816
positive_all.gml,positive,Minnesota,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,Mississippi,3,0.00316789862724,0.0,0.0427990087884
positive_all.gml,positive,Muslim fundamentalists,4,0.00422386483633,0.00147232497862,0.00672483743678
positive_all.gml,positive,Muslim leaders,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,Muslims,2,0.00211193241816,0.0,0.0560554613758
positive_all.gml,positive,NIH and partners,4,0.00422386483633,0.0,0.00422386483633
positive_all.gml,positive,National Infant Immunization Week,2,0.00211193241816,0.0,0.00211193241816
positive_all.gml,positive,National Institutes of Health,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,Neisseria meningitidis bacteria,3,0.00316789862724,4.18591256243e-05,0.00105596620908
positive_all.gml,positive,Nepal,1,0.00105596620908,0.0,0.038550009721
positive_all.gml,positive,Netherlands Reformed Congregation,2,0.00211193241816,0.0,0.0
positive_all.gml,positive,Nigeria,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,Northern Hemisphere flu vaccine,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,Ohio,2,0.00211193241816,3.34873004994e-06,0.0440631376569
positive_all.gml,positive,Orthodox Jewish communities,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,Pakistan,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,Pan American Health Organization,1,0.00105596620908,0.0,0.00237592397043
positive_all.gml,positive,Parents,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,Partners,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,Pennsylvania,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,Polio,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,Prabhupada Village,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,Pregnant women,1,0.00105596620908,0.0,0.0617245820388
positive_all.gml,positive,Princeton University,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,Programs,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,Public health officials,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,"Robert F. Kennedy, Jr.",2,0.00211193241816,0.000708814527237,0.0591270913218
positive_all.gml,positive,SB 277,21,0.0221752903907,0.00723428013094,0.0491263835113
positive_all.gml,positive,SB 277 critics,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,Samantha Page,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,Scott Morrison,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,Seattle Children's Hospital,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,Senator Jeff Stone,1,0.00105596620908,0.0,0.00140795494544
positive_all.gml,positive,Senator Pan,2,0.00211193241816,0.0,0.00211193241816
positive_all.gml,positive,Senator Rand Paul,2,0.00211193241816,0.0,0.00211193241816
positive_all.gml,positive,"Sydney, Australia",1,0.00105596620908,0.0,0.0
positive_all.gml,positive,Tanzania,2,0.00211193241816,0.0,0.0488914559327
positive_all.gml,positive,Tdap,3,0.00316789862724,0.000264549673945,0.00211193241816
positive_all.gml,positive,Tdap vaccine,9,0.00950369588173,0.0104697726085,0.075150841632
positive_all.gml,positive,The Children's Hospital of Philadelphia,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,The Church,1,0.00105596620908,0.0,0.0591270913218
positive_all.gml,positive,The Lancet,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,U.S.,2,0.00211193241816,0.0,0.0
positive_all.gml,positive,U.S. children,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,United States,8,0.00844772967265,0.00141204783773,0.0653056164088
positive_all.gml,positive,University of Minnesota,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,VPD,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,Vaccination,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,Vaccine Education Center,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,Vaccine Free Family Day Care,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,Vaccines,3,0.00316789862724,0.0,0.00316789862724
positive_all.gml,positive,Victoria's health minister,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,Victorian government,1,0.00105596620908,0.0,0.0432812149306
positive_all.gml,positive,Wakefield study,8,0.00844772967265,0.000872902299685,0.00782498036986
positive_all.gml,positive,Waldorf School of Princeton,2,0.00211193241816,0.0,0.00211193241816
positive_all.gml,positive,Washington State public-private pilot program,1,0.00105596620908,0.0,0.0381193633991
positive_all.gml,positive,West Virginia,3,0.00316789862724,0.0,0.0427990087884
positive_all.gml,positive,Western Hemisphere,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,William Moss,5,0.00527983104541,1.45111635497e-05,0.0628812206777
positive_all.gml,positive,World Health Organization,2,0.00211193241816,0.0,0.0604231790411
positive_all.gml,positive,abnormal cells,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,aborted fetuses,3,0.00316789862724,0.0,0.0
positive_all.gml,positive,absolute objection,2,0.00211193241816,0.0,0.00105596620908
positive_all.gml,positive,activism,2,0.00211193241816,0.0,0.00105596620908
positive_all.gml,positive,adult vaccination program,2,0.00211193241816,1.11624334998e-06,0.00105596620908
positive_all.gml,positive,adults,2,0.00211193241816,2.12086236496e-05,0.00501583949314
positive_all.gml,positive,age 11 or 12,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,age 26,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,age of onset of ASD,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,ages 11 or 12,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,ages 14 to 17,1,0.00105596620908,0.0,0.00140795494544
positive_all.gml,positive,allergies,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,alternative explanation,1,0.00105596620908,0.0,0.04670110158
positive_all.gml,positive,alternative to vaccines,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,angry California parents,4,0.00422386483633,0.000356081628644,0.0436011854072
positive_all.gml,positive,annual tuition,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,answers,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,anti-vaccine,3,0.00316789862724,0.00262261375078,0.0429259661749
positive_all.gml,positive,anti-vaccine advocates,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,anti-vaccine agenda,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,anti-vaccine argument,1,0.00105596620908,0.0,0.00140795494544
positive_all.gml,positive,anti-vaccine eugenics community,2,0.00211193241816,0.0,0.00105596620908
positive_all.gml,positive,anti-vaccine group,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,anti-vaccine groups,3,0.00316789862724,0.0,0.0
positive_all.gml,positive,anti-vaccine movement,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,anti-vaccine views,2,0.00211193241816,0.0,0.0656421364706
positive_all.gml,positive,anti-vaccine website,14,0.0147835269271,0.0,0.0147835269271
positive_all.gml,positive,anti-vax movement,3,0.00316789862724,0.0,0.00800311232146
positive_all.gml,positive,anti-vaxxer,5,0.00527983104541,0.0,0.0391863995785
positive_all.gml,positive,antibiotics,3,0.00316789862724,0.000795490823363,0.0116636267639
positive_all.gml,positive,antivaccine movement,4,0.00422386483633,0.000208737506446,0.0127771911299
positive_all.gml,positive,any shot,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,anyone,1,0.00105596620908,0.0,0.0116636267639
positive_all.gml,positive,argument,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,arguments,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,arm,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,arm side effects,4,0.00422386483633,0.0,0.00422386483633
positive_all.gml,positive,at risk,3,0.00316789862724,0.0,0.0
positive_all.gml,positive,at-risk children,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,at-risk unvaccinated children,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,at-risk vaccinated children,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,autism,14,0.0147835269271,0.000506030318658,0.00241363704933
positive_all.gml,positive,autism diagnosis,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,autism risk,9,0.00950369588173,0.000206505019746,0.00105596620908
positive_all.gml,positive,autism specialist,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,autism spectrum disorder,2,0.00211193241816,0.0,0.0550839493136
positive_all.gml,positive,autism spectrum disorders,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,autism-linked genes,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,babies,1,0.00105596620908,0.0,0.0438896534842
positive_all.gml,positive,baby,2,0.00211193241816,0.0,0.0
positive_all.gml,positive,backfire,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,bacteria,1,0.00105596620908,0.0,0.00140795494544
positive_all.gml,positive,bad news,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,becomes cancer,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,behavioral interventions,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,behavioral science research,1,0.00105596620908,0.0,0.00140795494544
positive_all.gml,positive,benefits,2,0.00211193241816,0.0,0.0
positive_all.gml,positive,best-sellers,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,better aerosol vaccine,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,better health care,3,0.00316789862724,0.00700915245131,0.0613369875054
positive_all.gml,positive,biologically-predisposed children,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,birth defects,4,0.00422386483633,0.00830537675286,0.0519906851467
positive_all.gml,positive,body,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,books,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,booster dose,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,boys,4,0.00422386483633,0.000159436758489,0.0117329578787
positive_all.gml,positive,brain damage,2,0.00211193241816,0.0,0.0
positive_all.gml,positive,brain development,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,cancer,4,0.00422386483633,0.0,0.0
positive_all.gml,positive,cancer-causing types of HPV,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,careers,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,carefully conducted study,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,caregivers,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,carrier,2,0.00211193241816,0.000909738330234,0.00293323946967
positive_all.gml,positive,carriers,2,0.00211193241816,1.11624334998e-06,0.00105596620908
positive_all.gml,positive,cases,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,celebrity status,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,cervical cancer,6,0.00633579725449,0.00053914553804,0.00190073917635
positive_all.gml,positive,cervical dysplasia,11,0.0116156282999,0.0006795131393,0.0117329578787
positive_all.gml,positive,challenge,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,change in compliance,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,change in mindset of families,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,chelators,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,child,1,0.00105596620908,0.0,0.0100316789863
positive_all.gml,positive,child with autism,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,child's doctor,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,childcare,3,0.00316789862724,0.0,0.0
positive_all.gml,positive,childcare benefits,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,childcare rebate,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,childhood deaths,1,0.00105596620908,0.0,0.00337909186906
positive_all.gml,positive,childhood deaths from infectious diseases,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,childhood infectious disease mortality,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,childhood mortality,4,0.00422386483633,0.000179715179347,0.00661126670034
positive_all.gml,positive,children,20,0.0211193241816,0.0244328048612,0.0752574385705
positive_all.gml,positive,children at higher risk for autism,5,0.00527983104541,0.000379522738993,0.00211193241816
positive_all.gml,positive,children at increased genetic risk,2,0.00211193241816,0.000104182712665,0.00140795494544
positive_all.gml,positive,children with ASD,3,0.00316789862724,0.0,0.00316789862724
positive_all.gml,positive,children with affected older sibling,3,0.00316789862724,0.0,0.0105889944855
positive_all.gml,positive,children with affected older sibling and who had received MMR vaccine,1,0.00105596620908,0.0,0.0100316789863
positive_all.gml,positive,children with cancer,3,0.00316789862724,0.000177482692647,0.0548170056094
positive_all.gml,positive,children with family history of autism,1,0.00105596620908,0.0,0.00698230717842
positive_all.gml,positive,children with immunosuppressive diseases,3,0.00316789862724,0.000177482692647,0.0548170056094
positive_all.gml,positive,children with neurodevelopmental issues,2,0.00211193241816,0.000709930770587,0.0493910855352
positive_all.gml,positive,children without affected older sibling,1,0.00105596620908,0.0,0.00140795494544
positive_all.gml,positive,choice to not vaccinate younger child,4,0.00422386483633,0.0,0.00422386483633
positive_all.gml,positive,choosing not to vaccinate children,3,0.00316789862724,0.0,0.0
positive_all.gml,positive,church,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,church congregation,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,church mission work,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,close contacts,4,0.00422386483633,0.000732367261922,0.0488324843002
positive_all.gml,positive,cluster,4,0.00422386483633,2.79060837495e-05,0.00105596620908
positive_all.gml,positive,colleges,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,commitment,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,common side effects,3,0.00316789862724,0.0,0.00316789862724
positive_all.gml,positive,communicable diseases,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,communities,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,community,5,0.00527983104541,0.0,0.0
positive_all.gml,positive,community advocates,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,community events,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,community health,1,0.00105596620908,0.0,0.00974429577747
positive_all.gml,positive,community members,2,0.00211193241816,0.0,0.0546486831766
positive_all.gml,positive,community-level,3,0.00316789862724,4.37939474309e-05,0.00105596620908
positive_all.gml,positive,community-level immunization rates,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,complications,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,compromise,2,0.00211193241816,0.0,0.0388738171311
positive_all.gml,positive,computer models,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,concerns,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,confusion,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,conscientious objectors,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,conspiracy,3,0.00316789862724,8.14857645486e-05,0.00105596620908
positive_all.gml,positive,conspiracy theories,2,0.00211193241816,0.000354965385294,0.0505676128952
positive_all.gml,positive,controversial bill,3,0.00316789862724,0.000323710571494,0.00211193241816
positive_all.gml,positive,controversy,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,course of ASD,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,creams,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,critical period,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,critics,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,cultured cells,3,0.00316789862724,0.0,0.0
positive_all.gml,positive,current HPV infection,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,daily activities,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,danger,2,0.00211193241816,0.0,0.0
positive_all.gml,positive,date and time for shot,2,0.00211193241816,1.11624334998e-06,0.00105596620908
positive_all.gml,positive,daughters,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,daughters' health,2,0.00211193241816,0.0,0.0
positive_all.gml,positive,deafness,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,death,3,0.00316789862724,0.00322986873722,0.0116636267639
positive_all.gml,positive,deaths,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,debunked study,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,decision to vaccinate,2,0.00211193241816,0.0,0.0
positive_all.gml,positive,decline in vaccination rates,2,0.00211193241816,0.0,0.00211193241816
positive_all.gml,positive,decrease in exemption rates,6,0.00633579725449,5.5812167499e-06,0.00527983104541
positive_all.gml,positive,delay vaccinations,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,delaying Gardasil,2,0.00211193241816,0.0,0.00105596620908
positive_all.gml,positive,delaying vaccination,3,0.00316789862724,5.5812167499e-06,0.00105596620908
positive_all.gml,positive,delaying vaccinations,2,0.00211193241816,0.000354965385294,0.0617960225273
positive_all.gml,positive,democrat,1,0.00105596620908,0.0,0.00105596620908
positive_all.gml,positive,developing countries,3,0.00316789862724,0.0,0.0
positive_all.gml,positive,developing world,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,developmental disability,3,0.00316789862724,0.000165204015797,0.00105596620908
positive_all.gml,positive,diarrhea deaths,1,0.00105596620908,0.0,0.00660956627166
positive_all.gml,positive,disease,6,0.00633579725449,0.00237756378507,0.0617654181516
positive_all.gml,positive,diseases,2,0.00211193241816,0.000123344890173,0.00105596620908
positive_all.gml,positive,distrust of medical establishment,2,0.00211193241816,0.000161855285747,0.00105596620908
positive_all.gml,positive,doctors,2,0.00211193241816,2.23248669996e-06,0.00140795494544
positive_all.gml,positive,driving factors,3,0.00316789862724,0.0,0.0726418550525
positive_all.gml,positive,ear infections,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,early childcare advocacy group,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,early diagnosis,1,0.00105596620908,0.0,0.0116636267639
positive_all.gml,positive,early education,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,early immunity,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,early treatment,1,0.00105596620908,0.0,0.0116636267639
positive_all.gml,positive,effective antibiotics,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,efficacious,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,electrostimulation,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,eliminated,1,0.00105596620908,0.0,0.0
positive_all.gml,positive,eliminated virus,4,0.00422386483633,0.000166320259147,0.00105596620908
